street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
"Vestre Fjordvej 44, 2. TV",Aalborg,9000,2,62,1949,1092000.0,22-05-2017
"Grønnegade 25C, 1",Aalborg,9000,3,108,1940,1117737.0,19-05-2017
"Valdemarsgade 11, ST. TH",Aalborg,9000,2,64,1979,1135000.0,18-05-2017
Sannasvej 4,Aalborg,9000,6,131,1928,6500000.0,17-05-2017
"Blegdalsparken 25, ST. TH",Aalborg,9000,2,108,1970,1500000.0,17-05-2017
Hvepsevej 35,Aalborg,9000,5,101,1981,1125000.0,08-05-2017
"Louisegade 4, 4",Aalborg,9000,3,112,1897,2195000.0,07-05-2017
"Poul Paghs Gade 27, 3. TV",Aalborg,9000,4,103,1910,1903000.0,07-05-2017
Thomas Kingos Vej 19,Aalborg,9000,4,102,1950,2000000.0,05-05-2017
"Danmarksgade 96, 2. TV",Aalborg,9000,4,145,1898,1500000.0,05-05-2017
"Ny Kastetvej 1, ST. TV",Aalborg,9000,3,91,1916,26750000.0,04-05-2017
"Sjællandsgade 85, ST. TV",Aalborg,9000,2,56,1926,1200000.0,03-05-2017
"Østerbro 80, 4. 1",Aalborg,9000,2,63,1930,1495000.0,03-05-2017
Enggårdsgade 28,Aalborg,9000,7,186,1924,1600000.0,02-05-2017
"Kattesundet 16, ST. TV",Aalborg,9000,4,105,1987,1900000.0,02-05-2017
"Østerbro 14, 3. TV",Aalborg,9000,5,180,1901,3795000.0,02-05-2017
"Danmarksgade 6, 2",Aalborg,9000,2,68,1882,1035000.0,01-05-2017
"Søndergade 33A, 1. TH",Aalborg,9000,2,80,1889,1600000.0,29-04-2017
Omegavej 75,Aalborg,9000,3,89,1992,1898000.0,28-04-2017
"Læsøgade 7, 3. TH",Aalborg,9000,2,60,1946,1275000.0,28-04-2017
"Herluf Trolles Gade 1, 1. TV",Aalborg,9000,2,57,1934,1248000.0,28-04-2017
"Finlandsgade 8, 1. TV",Aalborg,9000,3,73,1926,1400000.0,28-04-2017
"Sjællandsgade 87, 3. TV",Aalborg,9000,2,53,1926,980000.0,27-04-2017
"Gammel Strandvej 5, 1. MF",Aalborg,9000,1,36,1939,500000.0,27-04-2017
"Hasserishave 27, 1. 5",Aalborg,9000,2,68,1981,1300000.0,27-04-2017
