street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Mosegårdsvænget 14,Dalby,5380,9,232,1827,2125000.0,25-06-2004
Dalby Bygade 44,Dalby,5380,5,165,1906,680000.0,16-06-2004
Bøgebjergvej 112,Dalby,5380,2,47,1956,920000.0,30-05-2004
Mosegårdsvej 26,Dalby,5380,4,139,1982,950000.0,17-04-2004
Bøgebjergvej 22,Dalby,5380,2,42,1994,1150000.0,05-04-2004
Dalby Bygade 54,Dalby,5380,4,90,1910,850000.0,29-12-2003
Bøgebjergvej 32,Dalby,5380,4,65,1940,1200000.0,22-12-2003
Nørrebrovænget 1,Dalby,5380,4,118,1963,662080.0,02-11-2003
Fynshovedvej 340,Dalby,5380,3,120,1800,725000.0,24-10-2003
Fynshovedvej 352,Dalby,5380,5,98,1956,590000.0,14-07-2003
Christen Koldsvej 2,Dalby,5380,6,132,2003,74572.0,17-02-2003
Hersnap Bygade 6,Dalby,5380,4,149,1700,290000.0,02-12-2002
Bøgebjergvej 16,Dalby,5380,2,43,1947,320000.0,01-11-2002
Fynshovedvej 313,Dalby,5380,3,125,1917,500000.0,26-09-2002
Dalby Bygade 37,Dalby,5380,3,140,1901,715000.0,24-09-2002
Bøgebjergvej 44,Dalby,5380,4,73,1957,1084000.0,24-06-2002
Birkebjergvænget 16,Dalby,5380,8,202,1877,1519892.0,10-03-2002
Hersnapvej 213,Dalby,5380,3,62,1931,980000.0,21-09-2001
Bøgebjergvej 10,Dalby,5380,2,40,1949,650000.0,10-08-2001
Mosegårdsvej 31,Dalby,5380,5,190,1900,643000.0,01-05-2001
Hersnapvej 214,Dalby,5380,6,214,1900,1328000.0,22-01-2001
Smedegyden 8,Dalby,5380,6,154,1972,603500.0,18-12-2000
Fynshovedvej 303,Dalby,5380,5,148,1827,441260.0,28-11-2000
Bjørnegårdsvej 106,Dalby,5380,9,226,1906,521900.0,25-10-2000
Bøgebjergvej 102,Dalby,5380,2,47,2001,449000.0,13-04-2000
Dalby Bygade 25,Dalby,5380,5,148,1905,850000.0,14-02-2000
Fynshovedvej 366,Dalby,5380,3,85,1959,400000.0,25-01-2000
Bøgebjergvej 38,Dalby,5380,2,46,2004,290000.0,04-11-1999
Sandbjergvej 113,Dalby,5380,6,218,1899,925000.0,17-10-1999
Bøgebjergvej 94,Dalby,5380,5,75,1950,275000.0,02-08-1999
Birkebjergvej 121,Dalby,5380,5,162,1905,1212910.0,08-07-1999
Dalby Bygade 4D,Dalby,5380,11,250,1827,785000.0,01-06-1999
Christen Koldsvej 14,Dalby,5380,4,147,1986,782203.0,21-05-1999
Blæsenborgvej 131,Dalby,5380,6,110,1827,620500.0,04-12-1998
Dalby Bygade 61,Dalby,5380,5,151,1902,470000.0,23-10-1998
Blæsenborgvej 158,Dalby,5380,7,240,1909,640000.0,28-09-1998
Bøgebjergvej 4,Dalby,5380,2,35,1957,597000.0,03-07-1998
Fynshovedvej 309,Dalby,5380,5,63,1954,140000.0,29-06-1998
Bjørnegårdsvej 123,Dalby,5380,8,181,1943,1875000.0,27-06-1998
Christen Koldsvej 16,Dalby,5380,6,184,1999,77662.0,25-06-1998
Fynshovedvej 305,Dalby,5380,5,142,1827,915000.0,06-05-1998
Bøgebjergvej 52,Dalby,5380,2,49,2012,464000.0,16-03-1998
Mosegårdsvej 17,Dalby,5380,5,80,1825,305000.0,09-01-1998
Stendyssevej 37,Dalby,5380,5,128,1950,788340.0,13-11-1997
Mosegårdsvej 8,Dalby,5380,3,40,1800,98900.0,02-11-1997
Bøgebjergvej 58,Dalby,5380,3,45,1952,525000.0,08-10-1997
Bøgebjergvej 100,Dalby,5380,1,66,1942,556000.0,25-09-1997
Fynshovedvej 301,Dalby,5380,3,69,1880,260000.0,10-09-1997
Bøgebjergvej 18,Dalby,5380,2,50,1957,625000.0,04-08-1997
Bøgebjergvej 104,Dalby,5380,3,65,1944,550000.0,01-05-1997
Bøgebjergvej 64,Dalby,5380,1,54,1930,480000.0,23-04-1997
Dalby Bygade 45,Dalby,5380,6,166,1900,799000.0,02-04-1997
Bogensøvej 118,Dalby,5380,4,83,1951,600000.0,10-12-1996
Mosegårdsvej 20,Dalby,5380,10,280,1918,650000.0,29-08-1996
Fynshovedvej 393,Dalby,5380,6,217,1969,2000000.0,18-07-1996
Dalby Bygade 53,Dalby,5380,5,110,1897,560000.0,12-06-1996
Hersnapvej 110,Dalby,5380,15,280,1876,4407127.0,08-11-1995
Mosegårdsvænget 3,Dalby,5380,6,210,1877,57500.0,16-10-1995
Christen Koldsvej 1,Dalby,5380,4,195,1984,760000.0,11-10-1995
Dalby Bygade 56,Dalby,5380,3,96,1918,336000.0,21-08-1995
Sandbjergvej 147,Dalby,5380,10,263,1925,513639.0,21-08-1995
Fynshovedvej 258,Dalby,5380,6,155,1917,410000.0,08-06-1995
Dalby Bygade 9,Dalby,5380,3,99,1938,400000.0,21-04-1995
Bøgebjergvej 6,Dalby,5380,3,50,1952,390000.0,01-04-1995
Flaskevejen 159,Dalby,5380,5,112,1827,375000.0,17-03-1995
Fynshovedvej 325,Dalby,5380,6,176,2005,385000.0,03-03-1995
Sandbjergvej 106,Dalby,5380,5,177,1920,765000.0,12-09-1994
Bogensøvej 81,Dalby,5380,9,298,1827,630000.0,22-08-1994
Fynshovedvej 372,Dalby,5380,5,130,1877,425000.0,17-08-1994
Dalby Bygade 24,Dalby,5380,5,178,1979,437000.0,08-05-1994
Blæsenborgvej 59,Dalby,5380,4,140,1831,130277.0,03-05-1994
Hersnapvej 9,Dalby,5380,8,185,1951,625000.0,07-04-1994
Bøgebjergvej 68,Dalby,5380,4,60,1957,350000.0,25-03-1994
Mosegårdsvej 67,Dalby,5380,3,87,1928,335000.0,25-02-1994
Dalby Bygade 18,Dalby,5380,5,148,1973,540000.0,11-09-1993
Fynshovedvej 332,Dalby,5380,9,280,1950,995000.0,04-08-1993
Hersnapvej 228,Dalby,5380,3,112,1890,210673.0,03-08-1993
Birkebjergvej 96,Dalby,5380,6,198,1920,1128900.0,15-07-1993
Sandbjergvej 234,Dalby,5380,6,145,1903,834500.0,09-07-1993
Stendyssevej 57,Dalby,5380,8,180,1903,1570000.0,24-02-1993
Bøgebjergvej 62,Dalby,5380,2,30,1946,300000.0,27-07-1992
Birkebjergvej 76,Dalby,5380,4,125,1969,644059.0,29-06-1992
Bøgebjergvej 46,Dalby,5380,4,70,1957,140727.0,19-06-1992
Hersnapvænget 35,Dalby,5380,3,60,1820,325000.0,13-02-1992
Smedegyden 115,Dalby,5380,5,98,1850,341000.0,28-01-1992
