street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Solholmsvej 13,Svinninge,4520,4,103,1893,725000.0,04-05-2017
Rønne Alle 9,Svinninge,4520,4,122,1936,1095000.0,02-05-2017
Vestre Hovvej 70,Svinninge,4520,3,87,2009,1300000.0,24-04-2017
Bygaden 67,Svinninge,4520,4,119,1943,1195000.0,15-04-2017
Gartnervænget 8,Svinninge,4520,3,120,1967,1095000.0,03-04-2017
Trønningevej 42,Svinninge,4520,4,115,1975,935000.0,24-03-2017
Bygaden 15,Svinninge,4520,3,104,1947,625000.0,24-03-2017
Drusebjergvej 7,Svinninge,4520,5,103,1928,470000.0,14-03-2017
Rønne Alle 25,Svinninge,4520,3,85,1957,600000.0,14-03-2017
Hovedgaden 78,Svinninge,4520,3,203,1900,492423.0,13-03-2017
Anemonevej 9,Svinninge,4520,4,140,1973,1230000.0,13-03-2017
Strandlystvej 10,Svinninge,4520,8,204,1911,39930692.0,09-03-2017
Trønningevej 7,Svinninge,4520,6,157,2006,1700000.0,01-03-2017
Solbakkevej 6,Svinninge,4520,4,121,1971,1295000.0,20-02-2017
Havrevænget 9,Svinninge,4520,5,156,1987,1295000.0,17-02-2017
Enghavevej 14,Svinninge,4520,5,182,1950,3100000.0,10-02-2017
Solholmsvej 7,Svinninge,4520,5,150,1959,750000.0,26-01-2017
Trønningevej 4,Svinninge,4520,4,112,1966,640000.0,11-01-2017
Piledalsvej 2,Svinninge,4520,5,114,1946,850000.0,11-01-2017
Skolelodden 8,Svinninge,4520,4,100,1979,875000.0,05-01-2017
Bygaden 63,Svinninge,4520,4,114,1939,1425000.0,23-12-2016
Torslunde 7,Svinninge,4520,4,147,1915,637500.0,23-11-2016
Margrethevej 17,Svinninge,4520,4,90,1970,1015000.0,21-11-2016
Rs Hansensvej 19,Svinninge,4520,4,128,1968,695000.0,16-11-2016
Nørre Hovvej 32,Svinninge,4520,5,230,1982,1660000.0,14-11-2016
Gartnerlunden 17,Svinninge,4520,3,95,1969,750000.0,07-11-2016
Vibevej 19,Svinninge,4520,6,179,1969,1570000.0,27-10-2016
Solholmsvej 16B,Svinninge,4520,2,91,1900,603000.0,24-10-2016
"Hovedgaden 47, 1",Svinninge,4520,4,174,1913,902806.0,22-10-2016
Hovedgaden 117A,Svinninge,4520,4,110,1957,600000.0,29-09-2016
Irisvej 7,Svinninge,4520,4,143,1972,1150000.0,19-09-2016
Margrethevej 30,Svinninge,4520,4,120,1967,850000.0,14-09-2016
Kundbyvej 39,Svinninge,4520,3,126,1910,1250000.0,09-09-2016
Torslunde 14,Svinninge,4520,8,226,1924,2295000.0,06-09-2016
Rønne Alle 19,Svinninge,4520,4,186,1987,1435000.0,01-09-2016
Vestervang 6,Svinninge,4520,4,137,1976,1385000.0,25-08-2016
Tjørnevej 3,Svinninge,4520,4,90,1969,570000.0,25-08-2016
Helsevej 2,Svinninge,4520,3,122,1973,713000.0,23-08-2016
Østervang 14,Svinninge,4520,6,165,1975,1400000.0,19-08-2016
Æblemadevej 8,Svinninge,4520,4,125,1922,1550000.0,17-08-2016
Aspagårdsvej 2,Svinninge,4520,6,120,1951,480000.0,16-08-2016
Højbovej 4,Svinninge,4520,6,187,1921,1645000.0,16-08-2016
Kirkestræde 2,Svinninge,4520,3,105,1875,820000.0,13-08-2016
Skolelodden 10,Svinninge,4520,4,100,1979,800000.0,10-08-2016
