street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Marienholtvej 6,Ryomgård,8550,3,66,1964,515000.0,11-04-2017
Marienholtvej 8,Ryomgård,8550,5,154,1800,9925000.0,04-04-2017
Tjerrildvej 28,Ryomgård,8550,6,170,1975,1494000.0,29-03-2017
Poppelvej 62,Ryomgård,8550,4,138,1975,1315000.0,28-03-2017
Storegade 101,Ryomgård,8550,3,80,1939,600000.0,28-03-2017
Thorsagervej 9,Ryomgård,8550,5,100,1873,282348.0,16-03-2017
Brunmosevej 32,Ryomgård,8550,5,189,1941,1310000.0,13-03-2017
Nordlyvej 26,Ryomgård,8550,7,208,1976,1760000.0,08-03-2017
Perlevej 16,Ryomgård,8550,4,176,1968,1164000.0,06-03-2017
Nordlyvej 16,Ryomgård,8550,4,148,1970,1350000.0,03-03-2017
Skovbrynet 5,Ryomgård,8550,4,132,1965,885000.0,20-02-2017
Lærkevej 17,Ryomgård,8550,4,85,1958,770000.0,16-02-2017
P. Vejsgaardsvænget 2,Ryomgård,8550,5,174,2007,1042178.0,08-02-2017
Astrupvej 24,Ryomgård,8550,5,126,1778,1100000.0,03-02-2017
Tjørnevej 7,Ryomgård,8550,3,97,1987,714000.0,02-02-2017
Kastrupvej 16,Ryomgård,8550,7,204,1900,2850000.0,31-01-2017
Skovvej 25,Ryomgård,8550,4,119,1931,465000.0,17-01-2017
Nimtoftevej 5,Ryomgård,8550,5,139,1928,1200000.0,17-01-2017
Skyttebakken 20,Ryomgård,8550,6,132,1930,1350000.0,11-01-2017
Skovvej 14,Ryomgård,8550,3,77,1958,650000.0,04-01-2017
Bøjstrupvej 23,Ryomgård,8550,11,238,1902,1307500.0,03-01-2017
Margrethelundvej 1,Ryomgård,8550,5,152,1904,1100000.0,16-12-2016
Nordlyvej 38,Ryomgård,8550,5,140,1975,1575000.0,12-12-2016
Ringsøvej 49,Ryomgård,8550,7,210,1870,1498000.0,06-12-2016
Esmarcksvej 17,Ryomgård,8550,4,121,1986,1215000.0,30-11-2016
Tværvej 6,Ryomgård,8550,3,110,1953,750000.0,22-11-2016
Bøjstrupvej 9,Ryomgård,8550,4,126,1987,1997500.0,22-11-2016
P. Vejsgaardsvænget 25,Ryomgård,8550,7,282,2008,3700000.0,15-11-2016
Vestergade 79,Ryomgård,8550,5,195,1948,1670000.0,14-11-2016
Storegade 52,Ryomgård,8550,5,140,1894,420000.0,31-10-2016
Nordlyvej 31,Ryomgård,8550,5,140,1974,1175000.0,19-10-2016
Bøgevej 3,Ryomgård,8550,5,147,1977,600000.0,01-10-2016
Klemstrupvej 2,Ryomgård,8550,5,168,1850,1225000.0,27-09-2016
Lærkevej 18,Ryomgård,8550,5,110,1957,725000.0,20-09-2016
Hasselvej 1A,Ryomgård,8550,5,145,1977,1375000.0,16-09-2016
Solbakkevej 7,Ryomgård,8550,6,155,1957,1250000.0,13-09-2016
Skolevej 7,Ryomgård,8550,4,121,1971,290000.0,10-09-2016
Nordlyvej 36,Ryomgård,8550,4,122,1977,1475000.0,09-09-2016
Korupskovvej 11,Ryomgård,8550,4,98,1875,89999.0,06-09-2016
Skolevej 12,Ryomgård,8550,6,170,1967,475000.0,25-08-2016
Vibevej 15B,Ryomgård,8550,7,132,1966,1500000.0,14-08-2016
Storegade 47,Ryomgård,8550,2,135,1988,332048.0,10-08-2016
Jernbanegade 15,Ryomgård,8550,6,65,1898,1800000.0,03-08-2016
Skovbrynet 2,Ryomgård,8550,6,195,1945,650000.0,02-08-2016
Storegade 121,Ryomgård,8550,4,126,1956,575000.0,22-07-2016
Kastanievej 2,Ryomgård,8550,4,143,1973,1220000.0,19-07-2016
Axel Munchsvej 26,Ryomgård,8550,4,115,1987,1280000.0,15-07-2016
Nimtoftevej 10,Ryomgård,8550,3,168,1915,551875.0,13-07-2016
Askevej 7,Ryomgård,8550,4,136,1972,1300000.0,01-07-2016
Storegade 57,Ryomgård,8550,6,190,1921,300000.0,30-06-2016
Skovvej 46,Ryomgård,8550,5,121,1954,1550000.0,27-06-2016
Tjerrildvej 18,Ryomgård,8550,5,134,1957,2405000.0,22-06-2016
Skovtoften 96,Ryomgård,8550,5,140,2007,2150000.0,20-06-2016
Astrupvej 5,Ryomgård,8550,4,96,1964,930000.0,10-06-2016
Pilevej 2,Ryomgård,8550,4,120,1973,493097.0,31-05-2016
Vibevej 15A,Ryomgård,8550,5,214,1964,1395000.0,31-05-2016
Marienhoffvej 26,Ryomgård,8550,6,206,1926,637680.0,15-05-2016
Alvejen 4,Ryomgård,8550,7,325,1860,2365000.0,11-05-2016
Skovtoften 54,Ryomgård,8550,5,261,2007,2200000.0,04-05-2016
Axel Munchsvej 39,Ryomgård,8550,5,148,1980,1298000.0,04-05-2016
Bøjstrupvej 25,Ryomgård,8550,4,150,1770,925000.0,27-04-2016
Søparken 2,Ryomgård,8550,6,144,2013,2120000.0,21-04-2016
Skyttebakken 6,Ryomgård,8550,3,98,1954,307500.0,17-04-2016
Ringdalsvej 4,Ryomgård,8550,8,229,1900,1625000.0,11-04-2016
Nørregade 11,Ryomgård,8550,3,152,1960,1800000.0,06-04-2016
Tværvej 1,Ryomgård,8550,4,178,1949,1247959.0,30-03-2016
Egevej 4,Ryomgård,8550,5,187,1967,772552.0,30-03-2016
Axel Munchsvej 47,Ryomgård,8550,4,119,1983,1275000.0,09-03-2016
Skolevej 26,Ryomgård,8550,4,124,1978,1248000.0,07-03-2016
Engparken 19,Ryomgård,8550,3,77,2016,111800.0,07-03-2016
Engparken 21,Ryomgård,8550,3,79,2016,123200.0,07-03-2016
Storegade 42,Ryomgård,8550,6,180,1921,390000.0,01-03-2016
Axel Munchsvej 11,Ryomgård,8550,5,172,1980,1465000.0,29-02-2016
Skovvej 2,Ryomgård,8550,6,253,1946,1000000.0,18-02-2016
Axel Munchsvej 19,Ryomgård,8550,5,150,1986,1648000.0,08-02-2016
Jernbanegade 1,Ryomgård,8550,4,110,1903,535000.0,27-01-2016
Skovbakken 23,Ryomgård,8550,5,174,1978,1645000.0,07-01-2016
Skyttebakken 12,Ryomgård,8550,4,152,1964,453000.0,06-01-2016
Marienholtvej 7,Ryomgård,8550,6,342,1910,1900000.0,06-01-2016
Lærkevej 5,Ryomgård,8550,4,143,1954,1773000.0,18-12-2015
P. Vejsgaardsvænget 15,Ryomgård,8550,5,165,2017,402400.0,18-12-2015
Skovvej 35,Ryomgård,8550,3,70,1953,3376000.0,11-12-2015
Vestergade 17B,Ryomgård,8550,4,116,1930,3376000.0,11-12-2015
Vestergade 41,Ryomgård,8550,2,87,1939,3376000.0,11-12-2015
Park Alle 13,Ryomgård,8550,3,68,1946,3376000.0,11-12-2015
Skovvej 9,Ryomgård,8550,5,122,1934,1075000.0,07-12-2015
Thorsagervej 14,Ryomgård,8550,5,171,1960,2300000.0,07-11-2015
Platanvej 3,Ryomgård,8550,4,140,1967,1200000.0,27-10-2015
Axel Munchsvej 29,Ryomgård,8550,5,144,1981,1500000.0,15-10-2015
Jernbanegade 3,Ryomgård,8550,4,120,1903,795000.0,13-10-2015
P. Vejsgaardsvænget 36,Ryomgård,8550,5,124,2016,376000.0,03-10-2015
Storegade 35,Ryomgård,8550,4,158,1949,290843.0,31-07-2015
Skovbakken 27,Ryomgård,8550,5,128,1977,600000.0,31-07-2015
Skolevej 35,Ryomgård,8550,5,147,1980,800000.0,29-07-2015
Engparken 31,Ryomgård,8550,4,89,1992,675000.0,27-07-2015
Skovbrynet 19,Ryomgård,8550,6,138,1975,1100000.0,25-07-2015
Bøjstrupvej 21,Ryomgård,8550,8,282,1925,5738000.0,22-07-2015
Bøgevej 6,Ryomgård,8550,5,160,1972,383596.0,16-07-2015
Kirkevej 14,Ryomgård,8550,3,90,1954,1090000.0,14-07-2015
Park Alle 33,Ryomgård,8550,4,124,1977,1060000.0,09-07-2015
Askevej 8,Ryomgård,8550,5,164,1972,1700000.0,04-07-2015
Skovvej 23B,Ryomgård,8550,8,188,1955,2400000.0,04-07-2015
Bøjstrupvej 22,Ryomgård,8550,4,125,1906,588000.0,29-06-2015
Klemstrupvej 19,Ryomgård,8550,5,128,1850,445000.0,25-06-2015
P. Vejsgaardsvænget 3,Ryomgård,8550,5,150,2010,1900155.0,25-06-2015
Søparken 22,Ryomgård,8550,7,170,2015,425000.0,09-06-2015
Søparken 6,Ryomgård,8550,4,158,2008,2000000.0,03-06-2015
Toftevej 2,Ryomgård,8550,2,98,1952,800000.0,03-06-2015
Axel Munchsvej 5,Ryomgård,8550,5,162,1980,1685000.0,27-05-2015
Skovtoften 62,Ryomgård,8550,4,130,2010,2198000.0,26-05-2015
Kirkevej 2,Ryomgård,8550,7,183,1948,741943.0,25-05-2015
Engparken 23,Ryomgård,8550,4,90,1992,995000.0,21-05-2015
Skovvej 50,Ryomgård,8550,3,72,1952,700000.0,21-05-2015
Korupskovvej 10,Ryomgård,8550,8,273,1925,1945000.0,21-05-2015
Bøjstrupvej 8,Ryomgård,8550,3,104,1880,732500.0,15-05-2015
Axel Munchsvej 69A,Ryomgård,8550,4,105,1981,1148000.0,12-05-2015
Engparken 33,Ryomgård,8550,4,89,1992,700000.0,07-05-2015
Kirkevej 1B. TH,Ryomgård,8550,3,97,1960,260490.0,22-04-2015
K L Knudsensvej 20,Ryomgård,8550,4,113,1987,1125000.0,18-04-2015
Brunmosevej 36,Ryomgård,8550,4,144,1918,2500000.0,10-04-2015
P. Vejsgaardsvænget 9,Ryomgård,8550,7,202,2015,212500.0,10-04-2015
Syrenvej 10,Ryomgård,8550,4,126,1946,875000.0,09-04-2015
Solbakkevej 9,Ryomgård,8550,3,99,1964,335000.0,29-03-2015
Skovvej 37,Ryomgård,8550,3,110,1934,650000.0,20-03-2015
Nygade 25,Ryomgård,8550,5,108,1934,750000.0,14-03-2015
Axel Munchsvej 14,Ryomgård,8550,4,122,1979,980000.0,13-03-2015
Axel Munchsvej 75,Ryomgård,8550,6,175,1980,1665000.0,10-03-2015
Lindevej 6,Ryomgård,8550,4,120,1971,1150000.0,09-03-2015
Plantagevej 3,Ryomgård,8550,4,183,1863,1600000.0,08-03-2015
Poppelvej 4,Ryomgård,8550,4,114,1973,1080000.0,23-02-2015
Storegade 26,Ryomgård,8550,5,141,1934,1100000.0,20-02-2015
Thorsagervej 16,Ryomgård,8550,5,130,1966,998000.0,17-02-2015
Skovtoften 31,Ryomgård,8550,5,167,2008,2200000.0,20-01-2015
Thorsagervej 18,Ryomgård,8550,4,200,1910,2295000.0,20-01-2015
Skovtoften 66,Ryomgård,8550,6,159,2007,2050000.0,19-01-2015
K L Knudsensvej 47,Ryomgård,8550,5,158,1998,1995000.0,16-01-2015
Marienhoffvej 13A,Ryomgård,8550,6,269,1923,1700000.0,15-01-2015
Ballevej 26,Ryomgård,8550,5,161,1906,595000.0,10-12-2014
Skovbrynet 4,Ryomgård,8550,4,130,1947,465423.0,03-12-2014
Tjerrildvej 17,Ryomgård,8550,5,171,1911,1195000.0,02-12-2014
