street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Omøvej 5,Rude,4243,4,80,1964,1100000.0,17-05-2017
Fjordbakken 18,Rude,4243,3,85,2002,1320000.0,11-05-2017
Omøvej 2,Rude,4243,3,59,1962,815000.0,10-04-2017
Askøvej 20,Rude,4243,4,105,2003,2100000.0,10-04-2017
Kærvej 1,Rude,4243,3,83,1985,820000.0,05-04-2017
Hvirvilsvej 4,Rude,4243,3,42,1956,625000.0,13-03-2017
Smålandsvej 4,Rude,4243,4,76,1965,950000.0,20-02-2017
Enøvej 10,Rude,4243,2,35,1972,550000.0,09-02-2017
Holsteinborgvej 210,Rude,4243,5,164,1800,1600000.0,30-01-2017
Dyvekær 6,Rude,4243,5,177,1973,1300000.0,10-01-2017
Egesvinget 11,Rude,4243,4,126,1974,875000.0,10-01-2017
Gammel Strandvej 71,Rude,4243,5,116,1957,1700000.0,13-12-2016
Trolhætten 4,Rude,4243,3,70,2002,1932500.0,08-12-2016
Omøvej 13,Rude,4243,4,76,2002,1375000.0,01-12-2016
Smålandsvej 15,Rude,4243,3,61,1972,432000.0,29-11-2016
Hvirvilsvej 5B,Rude,4243,3,70,1984,700000.0,25-11-2016
Næstved Landevej 681,Rude,4243,6,184,1880,400000.0,24-11-2016
Fuglevænget 14,Rude,4243,3,57,1961,284750.0,22-11-2016
Fuglevænget 5,Rude,4243,4,71,2008,1200000.0,07-11-2016
Østengen 47,Rude,4243,2,33,1973,569500.0,19-10-2016
Holsteinborgvej 220A,Rude,4243,4,87,1986,780000.0,19-10-2016
Møllebakkevej 76,Rude,4243,5,176,1898,2015000.0,10-10-2016
Engvej 2,Rude,4243,4,68,1955,1175000.0,22-09-2016
Fjordbakken 42,Rude,4243,4,61,1983,825000.0,07-09-2016
Niels Jensensvej 19A,Rude,4243,3,85,2004,650000.0,25-08-2016
Engdraget 2,Rude,4243,3,60,2003,950000.0,24-08-2016
Møllebakkevej 84,Rude,4243,5,167,1920,2841550.0,23-08-2016
Fjordbakken 5,Rude,4243,3,70,1970,760000.0,29-07-2016
Fjordbakken 17,Rude,4243,2,66,1969,400000.0,01-07-2016
Østengen 38,Rude,4243,3,66,1970,164560.0,21-06-2016
Fjordbakken 21,Rude,4243,4,88,1972,585000.0,20-06-2016
Olstrupvej 31,Rude,4243,7,290,1800,2595000.0,30-05-2016
Smedevangen 6,Rude,4243,5,129,1963,600000.0,24-05-2016
Skovløbervej 15,Rude,4243,4,82,2006,892596.0,24-05-2016
Askøvej 11,Rude,4243,1,27,1962,300000.0,17-05-2016
Venslev Enghavevej 98,Rude,4243,4,126,1800,565000.0,02-05-2016
Fasanvej 3,Rude,4243,6,148,2005,1475000.0,25-04-2016
Aadalsvej 151,Rude,4243,6,216,1870,10164500.0,30-03-2016
Venslevvej 100,Rude,4243,5,164,2001,10164500.0,30-03-2016
Kristiansholmsvej 35,Rude,4243,6,135,1800,1800000.0,22-03-2016
Vejrøvej 2,Rude,4243,3,67,1970,780000.0,26-02-2016
Omøvej 23,Rude,4243,3,96,2016,525000.0,15-02-2016
Møllebakkevej 182,Rude,4243,5,81,1960,290000.0,05-02-2016
Skolebakken 19,Rude,4243,5,208,1975,2300000.0,27-01-2016
Østervej 25,Rude,4243,18,394,1850,2600000.0,25-01-2016
Møllebakkevej 184,Rude,4243,5,135,1920,410000.0,19-01-2016
Tværvej 2,Rude,4243,3,32,1950,215000.0,13-01-2016
Strædet 4,Rude,4243,3,108,1994,297500.0,11-01-2016
Vinkelvej 5,Rude,4243,5,204,1973,1430000.0,09-01-2016
Østengen 42,Rude,4243,3,65,1975,530000.0,12-11-2015
Gammel Strandvej 73,Rude,4243,3,64,1942,977500.0,08-10-2015
Skovløbervej 12,Rude,4243,4,80,2005,1385000.0,07-10-2015
Fasanvej 9,Rude,4243,5,196,2008,1800000.0,02-10-2015
Næstved Landevej 603,Rude,4243,3,136,1910,759092.0,30-09-2015
Gammel Strandvej 15,Rude,4243,4,86,1981,1575000.0,09-09-2015
Fuglevænget 8,Rude,4243,3,55,1958,710000.0,03-09-2015
Østengen 7,Rude,4243,4,70,1970,750000.0,02-09-2015
Østengen 17,Rude,4243,2,27,1972,350000.0,28-08-2015
Fjordbakken 72,Rude,4243,3,70,1976,610000.0,11-08-2015
Smedevangen 1,Rude,4243,4,126,1970,880000.0,15-07-2015
Christiansholmsvej 13,Rude,4243,4,92,2003,346875.0,10-07-2015
Engdraget 4,Rude,4243,5,86,1972,824500.0,30-06-2015
Møllebakkevej 5,Rude,4243,10,370,1900,1300000.0,18-06-2015
Niels Jensensvej 7B,Rude,4243,3,70,1989,695000.0,17-06-2015
Avnøvej 25,Rude,4243,3,98,2006,1995000.0,12-06-2015
Fuglevænget 24,Rude,4243,3,56,1961,450000.0,08-06-2015
Fuglevænget 4,Rude,4243,3,70,2016,290000.0,12-05-2015
Skovløbervej 27,Rude,4243,4,99,2005,1550000.0,25-04-2015
Østengen 40,Rude,4243,3,65,1974,740000.0,05-04-2015
Smedevangen 7,Rude,4243,5,140,1967,315000.0,24-03-2015
