street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
"Alliancevej 33, 2. TV",København SV,2450,3,102,2017,2624930.0,01-03-2017
"Alliancevej 33, 4. TV",København SV,2450,3,102,2017,2624930.0,01-03-2017
"Alliancevej 33, ST",København SV,2450,4,108,2017,2779338.0,01-03-2017
"Alliancevej 33, 3. TV",København SV,2450,3,102,2017,2624930.0,01-03-2017
"Alliancevej 33, 3. TH",København SV,2450,4,114,2017,2933746.0,01-03-2017
"Alliancevej 33, 5. TH",København SV,2450,4,114,2017,2933746.0,01-03-2017
"Alliancevej 33, 6. TH",København SV,2450,4,114,2017,2933746.0,01-03-2017
"Alliancevej 33, 6. TV",København SV,2450,3,102,2017,2624930.0,01-03-2017
"Teglholm Tværvej 19, 2. TV",København SV,2450,3,89,2004,3300000.0,28-02-2017
"Frederikskaj 2R, 5. TV",København SV,2450,4,116,2016,5295000.0,28-02-2017
"Dexter Gordons Vej 11, 2. 1",København SV,2450,4,93,2007,2000000.0,27-02-2017
"Oscar Pettifords Vej 9, 3. TV",København SV,2450,3,91,2008,3500000.0,25-02-2017
"Dexter Gordons Vej 65, 4. MF",København SV,2450,4,90,2009,4100000.0,23-02-2017
"Offenbachsvej 37, 2. TH",København SV,2450,2,55,1937,1571500.0,22-02-2017
"Teglholmsgade 70, 4. TV",København SV,2450,4,101,2014,3995000.0,22-02-2017
"Offenbachsvej 19, ST. TV",København SV,2450,2,46,1936,1495000.0,21-02-2017
"Offenbachsvej 27, 1. TH",København SV,2450,2,52,1936,1525000.0,19-02-2017
"Mozartsvej 26, 1. TV",København SV,2450,2,49,1936,1600000.0,17-02-2017
"Sjælør Boulevard 40, ST. TV",København SV,2450,2,56,1937,1550000.0,16-02-2017
"Ellebjergvej 15, 1. MF",København SV,2450,2,44,1939,1585000.0,15-02-2017
"Beethovensvej 3, 2. TH",København SV,2450,3,65,1932,2150000.0,14-02-2017
"Frederikskaj 2E, 7",København SV,2450,4,118,2016,5320000.0,10-02-2017
"Schubertsvej 9, ST. TH",København SV,2450,3,74,1931,2850000.0,09-02-2017
"Ernie Wilkins Vej 19, 3. 2",København SV,2450,3,103,2006,3600000.0,07-02-2017
"Händelsvej 24, ST. TH",København SV,2450,2,53,1939,1275000.0,06-02-2017
"A.C. Meyers Vænge 13E, ST. TV",København SV,2450,3,85,2008,1500000.0,01-02-2017
"Frederikskaj 2E, 1. TV",København SV,2450,4,117,2016,4995000.0,01-02-2017
"Frederikskaj 2L, 5. TH",København SV,2450,4,112,2016,4750000.0,31-01-2017
"Johan Kellers Vej 34, 2. TH",København SV,2450,2,56,1936,1770000.0,30-01-2017
"Johan Kellers Vej 50, 1. TV",København SV,2450,3,70,1936,1020000.0,30-01-2017
"Johan Kellers Vej 50, 4. TV",København SV,2450,3,70,1936,2225000.0,30-01-2017
"Kenny Drews Vej 31, 2. 11",København SV,2450,3,99,2008,4150000.0,29-01-2017
"Teglholmsgade 70, 3. TH",København SV,2450,4,100,2014,3750000.0,28-01-2017
"Hammelstrupvej 28, 1. TV",København SV,2450,3,80,1951,2598000.0,27-01-2017
"Straussvej 16, 1. MF",København SV,2450,2,46,1934,800000.0,27-01-2017
"Oscar Pettifords Vej 17, ST. TV",København SV,2450,4,93,2006,3650000.0,26-01-2017
"Hammelstrupvej 28, 2. TV",København SV,2450,3,80,1951,2760000.0,26-01-2017
"Händelsvej 22, ST. TH",København SV,2450,2,53,1939,1795000.0,25-01-2017
"Ben Websters Vej 146, 2. 2",København SV,2450,3,100,2006,4100000.0,25-01-2017
"Sjælør Boulevard 32, ST. TV",København SV,2450,2,53,1936,1200000.0,24-01-2017
"Oscar Pettifords Vej 29, 9",København SV,2450,4,242,2008,11810000.0,23-01-2017
"Johan Kellers Vej 46, 1. TH",København SV,2450,2,59,1936,1850000.0,22-01-2017
"Kenny Drews Vej 57, 4. TV",København SV,2450,3,101,2008,4700000.0,21-01-2017
"Teglholm Allé 9H, 2. MF",København SV,2450,3,91,2006,3140000.0,20-01-2017
"Offenbachsvej 25, 1. MF",København SV,2450,2,46,1936,1510000.0,20-01-2017
"Oscar Pettifords Vej 27, 4. TH",København SV,2450,3,112,2008,5050000.0,19-01-2017
"Teglholm Tværvej 3, 1. TV",København SV,2450,5,127,2004,4650000.0,18-01-2017
"Sjælør Boulevard 36, 3",København SV,2450,3,78,1937,2735000.0,17-01-2017
"Kenny Drews Vej 25, 4. TH",København SV,2450,3,97,2008,4680000.0,17-01-2017
"Ernie Wilkins Vej 27, 2. TH",København SV,2450,3,94,2006,3760000.0,16-01-2017
"Damagervej 5A, 2. TV",København SV,2450,3,66,1953,2149000.0,15-01-2017
"Johan Kellers Vej 55, 2. TV",København SV,2450,2,56,1936,1765000.0,12-01-2017
"Teglholm Tværvej 33, 1. 1",København SV,2450,2,75,2007,2625000.0,10-01-2017
"Offenbachsvej 21, ST. MF",København SV,2450,2,48,1936,950000.0,09-01-2017
"Oscar Pettifords Vej 7, 2. TV",København SV,2450,3,92,2008,3600000.0,09-01-2017
"Schubertsvej 6, ST. TV",København SV,2450,3,74,1932,2600000.0,05-01-2017
"Oscar Pettifords Vej 25, 5. TV",København SV,2450,3,112,2008,2625000.0,03-01-2017
"Rossinisvej 12, ST. TV",København SV,2450,2,53,1940,774000.0,03-01-2017
"Peter Holms Vej 12, 1. TH",København SV,2450,3,95,2006,3100000.0,30-12-2016
"Frederikskaj 2L, 4. TV",København SV,2450,4,117,2016,5395000.0,29-12-2016
"Johan Kellers Vej 63, 3. TH",København SV,2450,3,70,1936,1375000.0,28-12-2016
"Offenbachsvej 22, 1. TV",København SV,2450,2,51,1937,1510000.0,28-12-2016
"A.C. Meyers Vænge 11B, ST. TH",København SV,2450,3,75,2008,2750000.0,27-12-2016
"Frederikskaj 2L, 3. TV",København SV,2450,4,116,2016,5250000.0,23-12-2016
"Johan Kellers Vej 50, 3. TV",København SV,2450,3,70,1936,2200000.0,22-12-2016
"Ben Websters Vej 12, 3. TH",København SV,2450,2,78,2006,3100000.0,21-12-2016
"Teglholmsgade 50, 3. TV",København SV,2450,2,78,2014,2300000.0,18-12-2016
"Frederikskaj 2D, 2. TV",København SV,2450,4,98,2016,3651000.0,17-12-2016
"Johan Kellers Vej 49, 1. TV",København SV,2450,2,59,1936,1850000.0,16-12-2016
"Ben Websters Vej 14, 2. 6",København SV,2450,3,109,2006,3120868.0,16-12-2016
"Johan Kellers Vej 40, 3. TV",København SV,2450,2,56,1936,1799000.0,15-12-2016
"Frederikskaj 2L, 5. TV",København SV,2450,4,148,2016,7745000.0,15-12-2016
"Richard Boones Vej 2, 3. TV",København SV,2450,4,106,2009,4225000.0,14-12-2016
"Kenny Drews Vej 59, 3. TV",København SV,2450,3,91,2008,3598000.0,14-12-2016
"Kenny Drews Vej 99, 2. TV",København SV,2450,4,103,2008,3550000.0,14-12-2016
"Kenny Drews Vej 95, 3. TV",København SV,2450,3,93,2008,3300000.0,14-12-2016
"Thad Jones Vej 8, 3. MF",København SV,2450,2,71,2007,2775000.0,12-12-2016
"Teglholm Allé 9H, 3. TH",København SV,2450,2,82,2006,1900000.0,09-12-2016
"Haydnsvej 11, 2. MF",København SV,2450,2,46,1939,1330000.0,09-12-2016
"Tartinisvej 32, 1. 1",København SV,2450,2,50,1944,1410000.0,08-12-2016
"Johan Kellers Vej 35, ST. TH",København SV,2450,3,59,1936,1890000.0,06-12-2016
"Oscar Pettifords Vej 15, 2. TV",København SV,2450,3,104,2006,2650000.0,06-12-2016
"Johan Kellers Vej 43, 3. TV",København SV,2450,2,56,1936,1750000.0,05-12-2016
"Ellebjergvej 9, ST. TV",København SV,2450,2,52,1939,1460000.0,05-12-2016
"Frederikskaj 2E, 3. TH",København SV,2450,4,111,2016,4195000.0,05-12-2016
"Haydnsvej 13, ST. MF",København SV,2450,2,46,1939,1525000.0,01-12-2016
"Hammelstrupvej 29, 3. TH",København SV,2450,6,120,1940,3298000.0,01-12-2016
"Johan Kellers Vej 39, 2. TV",København SV,2450,2,59,1936,1730000.0,29-11-2016
"Offenbachsvej 33, 2. TH",København SV,2450,2,56,1937,1106060.0,29-11-2016
"Kenny Drews Vej 101, 3. 3",København SV,2450,4,111,2008,4495000.0,28-11-2016
"Teglholmsgade 8B, 1. TV",København SV,2450,4,97,2006,3400000.0,25-11-2016
"Frederikskaj 2H, 1. TH",København SV,2450,3,112,2016,3945000.0,25-11-2016
"Teglholm Tværvej 23, 1. TV",København SV,2450,3,85,2004,2950000.0,24-11-2016
"Oscar Pettifords Vej 29, 5. TV",København SV,2450,4,137,2008,6815000.0,23-11-2016
"Teglholm Tværvej 3, ST. TV",København SV,2450,2,70,2004,1800000.0,22-11-2016
"Schubertsvej 6, 1. TV",København SV,2450,3,75,1932,2030000.0,22-11-2016
"Kenny Drews Vej 83, 2. 7",København SV,2450,2,78,2008,1657500.0,22-11-2016
"Händelsvej 6, ST. TV",København SV,2450,2,53,1939,410000.0,21-11-2016
"Johan Kellers Vej 42, ST. TH",København SV,2450,2,56,1936,1775000.0,17-11-2016
"Teglholmsgade 6B, 2. TH",København SV,2450,3,76,2006,1800000.0,17-11-2016
"Offenbachsvej 26, ST. TH",København SV,2450,2,51,1937,1585000.0,17-11-2016
"Kenny Drews Vej 61, 1. TH",København SV,2450,3,95,2008,3798000.0,17-11-2016
"Mozartsvej 24, 2. TV",København SV,2450,3,72,1937,2510000.0,15-11-2016
"Frederikskaj 2D, ST. TH",København SV,2450,3,111,2016,3875000.0,10-11-2016
"Teglholm Allé 9B, 1. TH",København SV,2450,2,77,2006,2795000.0,08-11-2016
"Dexter Gordons Vej 35, 2. 12",København SV,2450,4,120,2009,4995000.0,04-11-2016
"Dexter Gordons Vej 35, ST. TH",København SV,2450,3,73,2009,3495000.0,04-11-2016
"Ellebjergvej 17, 2. MF",København SV,2450,2,44,1939,375000.0,03-11-2016
"Sjælør Boulevard 45, 2. TV",København SV,2450,2,65,1939,1833000.0,03-11-2016
"Johan Kellers Vej 42, 4. TV",København SV,2450,2,59,1936,1825000.0,31-10-2016
"Johan Kellers Vej 44, 4. TH",København SV,2450,2,59,1936,1750000.0,31-10-2016
"Oscar Pettifords Vej 25, 7. TH",København SV,2450,3,112,2008,5800000.0,25-10-2016
"Schubertsvej 5, 2. TH",København SV,2450,3,74,1931,2395000.0,25-10-2016
"Haydnsvej 15, 2. TH",København SV,2450,2,46,1939,675000.0,24-10-2016
"Frederikskaj 2D, 3. TV",København SV,2450,4,97,2016,3872266.0,24-10-2016
"Teglholmsgade 8B, 4. TV",København SV,2450,4,97,2006,3500000.0,20-10-2016
"Straussvej 16, 2. TV",København SV,2450,2,47,1934,1698000.0,20-10-2016
"A.C. Meyers Vænge 13B, 1. TH",København SV,2450,3,90,2008,3345000.0,19-10-2016
"Sjælør Boulevard 26, ST. TV",København SV,2450,2,52,1936,1495000.0,18-10-2016
"Schubertsvej 3, 2. TH",København SV,2450,3,74,1931,2000000.0,17-10-2016
"Dexter Gordons Vej 65, 3. TH",København SV,2450,5,127,2009,1381250.0,17-10-2016
"Richard Boones Vej 8, ST. TV",København SV,2450,3,84,2009,3295000.0,17-10-2016
"A.C. Meyers Vænge 13E, 6. TH",København SV,2450,2,78,2008,3225000.0,14-10-2016
"Rossinisvej 14, 1. MF",København SV,2450,1,34,1940,1098000.0,13-10-2016
"Ben Websters Vej 146, 5. 5",København SV,2450,4,95,2006,4000000.0,12-10-2016
"Johan Kellers Vej 28, 3. TV",København SV,2450,2,59,1936,1780000.0,12-10-2016
"Frederikskaj 2E, ST. TV",København SV,2450,4,116,2016,4995000.0,10-10-2016
"Thad Jones Vej 14, 2. TH",København SV,2450,4,100,2009,3995000.0,04-10-2016
"Ernie Wilkins Vej 3, 1. TV",København SV,2450,2,89,2006,3050000.0,30-09-2016
"Ellebjergvej 11, ST. TV",København SV,2450,2,52,1939,1488000.0,29-09-2016
"Kenny Drews Vej 93, 1. MF",København SV,2450,3,84,2008,3050000.0,29-09-2016
"Teglholmsgade 6E, ST. TV",København SV,2450,4,112,2006,4100000.0,28-09-2016
"Richard Boones Vej 2, 2. TV",København SV,2450,4,106,2009,4495000.0,28-09-2016
"Teglholmsgade 66, 1. TV",København SV,2450,3,99,2014,3350000.0,28-09-2016
"Teglholm Tværvej 17, ST. TV",København SV,2450,2,70,2004,2420000.0,27-09-2016
"Teglholmsgade 32, 4. TV",København SV,2450,4,106,2013,200000.0,27-09-2016
"Teglholmsgade 70, 5. TH",København SV,2450,4,100,2014,3795000.0,27-09-2016
"A.C. Meyers Vænge 11F, 3. TH",København SV,2450,3,107,2008,5620000.0,26-09-2016
"Johan Kellers Vej 30, 4. TV",København SV,2450,2,59,1936,1645000.0,26-09-2016
"Frederikskaj 2R, 7",København SV,2450,4,117,2016,5295000.0,26-09-2016
"Ellebjergvej 9, 1. TH",København SV,2450,2,52,1939,1435000.0,25-09-2016
"Johan Kellers Vej 51, 4. TV",København SV,2450,2,59,1936,1785000.0,23-09-2016
"Ernie Wilkins Vej 5, 1. MF",København SV,2450,2,75,2006,2675000.0,22-09-2016
"Händelsvej 26, 2. TV",København SV,2450,2,53,1939,1046000.0,21-09-2016
"A.C. Meyers Vænge 1, 5. TH",København SV,2450,3,77,2006,2900000.0,21-09-2016
"Teglholmsgade 6C, 4. TH",København SV,2450,3,76,2006,2974000.0,20-09-2016
"Johan Kellers Vej 53, 1. TH",København SV,2450,2,56,1936,1698000.0,20-09-2016
"Offenbachsvej 33, 1. TV",København SV,2450,2,58,1937,1745000.0,20-09-2016
"Tartinisvej 34, 3. 3",København SV,2450,2,56,1944,500000.0,16-09-2016
"Damagervej 5B, 2. TV",København SV,2450,3,66,1953,2230000.0,16-09-2016
"Richard Boones Vej 2, 4. TV",København SV,2450,4,106,2009,4595000.0,16-09-2016
"Peter Holms Vej 25, 1. 2",København SV,2450,3,94,2007,3895000.0,15-09-2016
"Offenbachsvej 21, 3",København SV,2450,3,84,1936,2712500.0,15-09-2016
"Johan Kellers Vej 53, 2. TH",København SV,2450,2,56,1936,1750000.0,15-09-2016
"Dexter Gordons Vej 35, 2. 3",København SV,2450,2,73,2009,2550000.0,15-09-2016
"Teglholmsgade 54, 4. TH",København SV,2450,4,96,2014,1897500.0,14-09-2016
"Sjælør Boulevard 30, 3",København SV,2450,4,100,1936,3550000.0,13-09-2016
"Stradellasvej 32, 1. 2",København SV,2450,2,56,1944,1365000.0,12-09-2016
"Dexter Gordons Vej 63, 1. TV",København SV,2450,4,112,2009,4598000.0,12-09-2016
"Teglholmsgade 50, 2. MF",København SV,2450,3,93,2014,3375000.0,11-09-2016
"Borgmester Christiansens Gade 4, 2. MF",København SV,2450,2,45,1937,1450000.0,09-09-2016
"Rossinisvej 12, 3. TH",København SV,2450,2,47,1940,1465000.0,07-09-2016
"Ben Websters Vej 146, 2. 3",København SV,2450,4,112,2006,921206.0,06-09-2016
"Tartinisvej 34, ST. 3",København SV,2450,1,35,1944,920000.0,05-09-2016
"Teglholm Tværvej 23, 4. TH",København SV,2450,2,69,2004,2610000.0,05-09-2016
"Dexter Gordons Vej 11, 2. 4",København SV,2450,4,124,2007,2677500.0,05-09-2016
"Ben Websters Vej 14, 2. 15",København SV,2450,3,125,2006,4200000.0,05-09-2016
"Kenny Drews Vej 3, 4. TH",København SV,2450,3,98,2008,4645000.0,05-09-2016
"Teglholm Tværvej 23, ST. TV",København SV,2450,2,70,2004,2295000.0,04-09-2016
Otto Busses Vej 66,København SV,2450,3,104,1910,73600000.0,02-09-2016
"Teglholm Tværvej 15, 2. TH",København SV,2450,2,69,2004,2525000.0,02-09-2016
"Offenbachsvej 22, ST. TH",København SV,2450,2,47,1937,1595000.0,02-09-2016
"Offenbachsvej 24, 2. TV",København SV,2450,2,51,1937,1560000.0,02-09-2016
"Johan Kellers Vej 35, 3. TV",København SV,2450,2,59,1936,1650000.0,31-08-2016
"Straussvej 4, 1. TH",København SV,2450,2,50,1934,1550000.0,29-08-2016
"Frederikskaj 2R, 6. TH",København SV,2450,4,115,2016,5395000.0,29-08-2016
"A.C. Meyers Vænge 11E, 6. TH",København SV,2450,2,73,2008,3698000.0,25-08-2016
"Rossinisvej 12, 2. TH",København SV,2450,2,50,1940,773500.0,25-08-2016
"Teglholm Tværvej 27, ST. TV",København SV,2450,2,70,2004,2300000.0,24-08-2016
"Ben Websters Vej 112, ST. TH",København SV,2450,2,97,2006,4100000.0,23-08-2016
"Damagervej 3B, ST. TH",København SV,2450,3,66,1953,2498000.0,21-08-2016
"Ben Websters Vej 146, 1. 3",København SV,2450,4,112,2006,4650000.0,19-08-2016
"Kenny Drews Vej 19, 2. TH",København SV,2450,3,95,2008,3445000.0,18-08-2016
"Offenbachsvej 22, ST. TV",København SV,2450,2,51,1937,1618000.0,15-08-2016
"Ben Websters Vej 12, ST. TH",København SV,2450,3,102,2006,3825000.0,15-08-2016
"Ben Websters Vej 146, 2. 1",København SV,2450,1,71,2006,2650000.0,15-08-2016
"Teglholmsgade 70, 2. TH",København SV,2450,4,100,2014,3650000.0,15-08-2016
"Ernie Wilkins Vej 3, 2. MF",København SV,2450,2,77,2006,2750000.0,14-08-2016
"Beethovensvej 13, 2. TH",København SV,2450,4,98,1932,3200000.0,13-08-2016
"Händelsvej 22, 2. TH",København SV,2450,2,53,1939,1450000.0,12-08-2016
"Wagnersvej 45, 3. TV",København SV,2450,2,73,1940,1850000.0,12-08-2016
"Frederikskaj 2K, 3. TH",København SV,2450,3,95,2016,4095000.0,11-08-2016
"Händelsvej 8, 1. TH",København SV,2450,2,53,1939,1565000.0,10-08-2016
"Haydnsvej 9, 2. TV",København SV,2450,2,65,1939,1698000.0,09-08-2016
"Ben Websters Vej 14, 2. 11",København SV,2450,3,107,2006,3750000.0,05-08-2016
"Frederikskaj 2R, 4. TV",København SV,2450,4,115,2016,5064816.0,05-08-2016
"A.C. Meyers Vænge 11E, 4. TH",København SV,2450,3,88,2008,3500000.0,04-08-2016
"Händelsvej 10, ST. TV",København SV,2450,2,53,1939,1785000.0,04-08-2016
"Händelsvej 28, 2. TV",København SV,2450,2,53,1939,1550000.0,04-08-2016
"Stradellasvej 34, 1. 2",København SV,2450,2,57,1944,1595000.0,04-08-2016
"Johan Kellers Vej 41, 3. TV",København SV,2450,2,59,1936,1700000.0,03-08-2016
"Johan Kellers Vej 63, 1. TV",København SV,2450,3,70,1936,2200000.0,03-08-2016
"Sjælør Boulevard 26, 1. TV",København SV,2450,2,52,1936,1550000.0,02-08-2016
"Johan Kellers Vej 61, 4. TV",København SV,2450,2,59,1936,1849000.0,02-08-2016
"Händelsvej 26, 1. TH",København SV,2450,2,53,1939,1725000.0,02-08-2016
"Ben Websters Vej 12, 5. TH",København SV,2450,2,78,2006,3280000.0,01-08-2016
"Oscar Pettifords Vej 9, 4. TV",København SV,2450,3,91,2008,3550000.0,01-08-2016
"Ben Websters Vej 146, 5. 1",København SV,2450,1,71,2006,2950000.0,01-08-2016
"Sjælør Boulevard 22, 2. TV",København SV,2450,2,52,1936,1595000.0,28-07-2016
"Dexter Gordons Vej 35, 1. MF",København SV,2450,2,73,2009,2550000.0,27-07-2016
"Händelsvej 6, 1. TV",København SV,2450,2,53,1939,1650000.0,26-07-2016
"A.C. Meyers Vænge 11C, 1. TV",København SV,2450,4,97,2008,3700000.0,26-07-2016
"Ernie Wilkins Vej 27, ST. TH",København SV,2450,3,97,2006,3825000.0,26-07-2016
"Schubertsvej 11, ST. TH",København SV,2450,3,74,1931,2605000.0,25-07-2016
"Johan Kellers Vej 44, 1. TH",København SV,2450,2,59,1936,1895000.0,25-07-2016
"Peter Holms Vej 8, 1. TV",København SV,2450,3,95,2006,3250000.0,24-07-2016
"Rossinisvej 8, 3. TH",København SV,2450,3,56,1940,1875000.0,22-07-2016
"Peter Holms Vej 16, 1. 3",København SV,2450,3,113,2007,4035000.0,21-07-2016
"Mozartsvej 26, ST. TH",København SV,2450,2,51,1936,1430000.0,21-07-2016
"Thad Jones Vej 14, ST. TH",København SV,2450,3,83,2009,2750000.0,21-07-2016
"Sjælør Boulevard 34, 1. TV",København SV,2450,2,56,1937,1645000.0,20-07-2016
"Ellebjergvej 1, ST. TH",København SV,2450,2,51,1939,1398000.0,20-07-2016
"Rossinisvej 6, ST. MF",København SV,2450,1,34,1940,995000.0,19-07-2016
"Damagervej 3A, 1. TH",København SV,2450,3,66,1953,2095000.0,19-07-2016
"Offenbachsvej 24, 2. TH",København SV,2450,2,51,1937,1499000.0,18-07-2016
"Dexter Gordons Vej 9, 3. TH",København SV,2450,4,102,2007,3750000.0,17-07-2016
"Dexter Gordons Vej 9, 5. TH",København SV,2450,4,102,2007,4125000.0,16-07-2016
"Händelsvej 6, 2. TV",København SV,2450,2,53,1939,1650000.0,14-07-2016
"Haydnsvej 11, ST. TV",København SV,2450,2,46,1939,1350000.0,14-07-2016
"Oscar Pettifords Vej 27, ST. TH",København SV,2450,2,106,2008,3995000.0,13-07-2016
"Sjælør Boulevard 40, 2. TH",København SV,2450,2,56,1937,1795000.0,13-07-2016
"Johan Kellers Vej 44, ST. TH",København SV,2450,2,59,1936,1800000.0,13-07-2016
"Händelsvej 2, 1. TV",København SV,2450,2,51,1939,1660000.0,13-07-2016
"Sjælør Boulevard 26, 1. MF",København SV,2450,2,46,1936,1430000.0,12-07-2016
"Teglholm Allé 9B, 2. TH",København SV,2450,2,77,2006,2650000.0,12-07-2016
"Teglholm Tværvej 3, 2. TV",København SV,2450,4,127,2004,4250000.0,12-07-2016
"Straussvej 16, ST. TV",København SV,2450,2,47,1934,1495000.0,12-07-2016
"Frederikskaj 2E, 5. TV",København SV,2450,4,148,2016,7504125.0,10-07-2016
"Rossinisvej 16, 3. TV",København SV,2450,4,80,1940,2800000.0,10-07-2016
"Frederikskaj 2E, ST. TH",København SV,2450,3,102,2016,3795000.0,10-07-2016
"Ernie Wilkins Vej 27, 1. TV",København SV,2450,3,102,2006,3700000.0,08-07-2016
