street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Sandvigvej 3B,Mern,4735,4,114,1981,820000.0,05-05-2017
Mejsekrogen 4,Mern,4735,4,65,1961,275000.0,03-05-2017
Lærkevej 1,Mern,4735,3,66,1973,945000.0,26-04-2017
Strandhusene 4,Mern,4735,3,41,1962,375000.0,23-03-2017
Drosselbakken 9,Mern,4735,4,69,1972,740000.0,18-03-2017
Drosselbakken 12,Mern,4735,5,81,1968,660000.0,17-03-2017
Engvej 6,Mern,4735,3,118,1890,950000.0,17-03-2017
Ørslevvej 255,Mern,4735,6,130,1940,26800000.0,09-03-2017
Skalsbyvej 6,Mern,4735,5,183,1938,2400000.0,02-02-2017
Blåbærvej 6,Mern,4735,5,133,1978,455000.0,30-01-2017
Hulvejen 2A,Mern,4735,5,103,1920,895000.0,27-01-2017
Fyrrekrogen 2,Mern,4735,5,100,1970,1140000.0,13-01-2017
Røstofte Skovvej 8,Mern,4735,7,223,1850,800000.0,11-01-2017
Banevej 26,Mern,4735,4,128,1965,535500.0,04-01-2017
Lekkendevej 6,Mern,4735,5,223,2004,2400000.0,21-12-2016
Søndervej 50,Mern,4735,5,154,2006,841500.0,09-12-2016
Lilliendalsvej 33B,Mern,4735,6,150,1897,605000.0,30-11-2016
Nordvej 22,Mern,4735,2,46,1961,330000.0,25-11-2016
Spurvekrogen 6,Mern,4735,4,108,2010,695000.0,02-11-2016
Morelvej 21,Mern,4735,5,190,1971,1125000.0,31-10-2016
Strandhusene 18,Mern,4735,3,45,1962,720000.0,19-10-2016
Ballevej 16,Mern,4735,5,213,1920,1215000.0,14-10-2016
Vandtårnsvej 1,Mern,4735,4,108,1967,247688.0,14-10-2016
Røstofte Skovvej 2,Mern,4735,9,259,1926,12246803.0,11-10-2016
Kalvehavevej 37,Mern,4735,4,137,1928,195000.0,07-10-2016
Kohavevej 4,Mern,4735,7,200,1875,2400000.0,07-10-2016
Tolstrupvej 2,Mern,4735,8,190,1951,2100000.0,02-10-2016
Banevej 2,Mern,4735,4,167,1930,600000.0,26-09-2016
Morelvej 4,Mern,4735,5,148,1974,625000.0,19-09-2016
Ørslevvej 272,Mern,4735,5,151,1943,1200000.0,30-08-2016
