street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Kistehøjvej 10,Anholt,8592,3,64,2007,1285328.0,15-02-2017
Nordbjerg 7,Anholt,8592,3,66,1973,1162500.0,01-10-2016
Skiftervej 4,Anholt,8592,4,87,1974,1600000.0,28-09-2016
Under Bakkerne 9,Anholt,8592,5,148,1950,850000.0,09-09-2016
Bygaden 28,Anholt,8592,8,172,1904,674000.0,31-08-2016
Kistehøjvej 86,Anholt,8592,3,35,1963,569500.0,28-06-2016
Nordstrandvej 56D,Anholt,8592,2,48,1965,410000.0,16-06-2016
Bygaden 9,Anholt,8592,5,44,1915,800000.0,25-04-2016
Kistehøjstien 1,Anholt,8592,3,63,1982,1125000.0,21-03-2016
Gennem Landet 20,Anholt,8592,2,55,1965,950000.0,15-02-2016
Østervej 51,Anholt,8592,4,70,1897,200000.0,01-02-2016
Gennem Landet 32,Anholt,8592,8,160,1902,714000.0,30-12-2015
Bygaden 34,Anholt,8592,4,104,1886,650000.0,28-12-2015
Bygaden 42,Anholt,8592,9,171,1908,1700000.0,28-12-2015
Nordstrandvej 56B,Anholt,8592,5,111,1976,1200000.0,16-12-2015
Gennem Landet 106,Anholt,8592,3,37,1984,199073.0,01-12-2015
Nordstrandvej 2C,Anholt,8592,5,183,2002,2700000.0,27-11-2015
Sønderbjerg 13,Anholt,8592,3,109,1938,2750000.0,14-11-2015
Østervej 4,Anholt,8592,6,95,1910,900000.0,17-09-2015
Nordstrandvej 13,Anholt,8592,6,215,1981,1500000.0,07-07-2015
Sønderstrandvej 29,Anholt,8592,3,52,1989,800000.0,21-05-2015
Østervej 35,Anholt,8592,3,67,1800,535000.0,20-05-2015
Østervej 6,Anholt,8592,6,90,1919,450000.0,11-05-2015
Sønderstrandvej 43,Anholt,8592,5,77,1988,1295000.0,07-05-2015
Ørkenvej 63,Anholt,8592,4,65,1984,834783.0,15-03-2015
Fuglevej 33,Anholt,8592,1,10,1982,795000.0,24-02-2015
Sønderstrandvej 15,Anholt,8592,3,35,1947,250000.0,06-02-2015
