street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Burvej 75,Vemb,7570,5,111,1969,370000.0,01-05-2017
Neesvej 77,Vemb,7570,5,120,1916,375000.0,07-04-2017
Søndergade 21,Vemb,7570,5,136,1905,555000.0,03-04-2017
Hedevej 11,Vemb,7570,5,120,1955,315000.0,27-03-2017
Hyttevej 111,Vemb,7570,4,81,1976,550000.0,18-03-2017
Bygaden 34,Vemb,7570,7,217,1982,541323.0,16-03-2017
Skalstrupvej 2,Vemb,7570,3,104,1904,249026.0,07-03-2017
Ørvigvej 4,Vemb,7570,5,170,1928,4750000.0,06-03-2017
Bygaden 1,Vemb,7570,4,98,1925,500000.0,28-02-2017
Knudehus 49,Vemb,7570,3,60,2002,635000.0,20-02-2017
Skovvangvej 27,Vemb,7570,13,556,2010,7100000.0,16-02-2017
Burvej 15,Vemb,7570,2,99,1955,625000.0,06-02-2017
Burvej 67,Vemb,7570,4,116,1931,300000.0,03-02-2017
Harpøtvej 134,Vemb,7570,4,76,1974,725000.0,28-01-2017
Neesvej 53A,Vemb,7570,5,125,1920,130000.0,19-01-2017
Skalstrupvej 64,Vemb,7570,4,126,1958,432000.0,19-01-2017
Enghavevej 7,Vemb,7570,8,253,1979,1550000.0,14-01-2017
Rosenvænget 8,Vemb,7570,4,88,1967,850000.0,14-01-2017
Skolevej 1,Vemb,7570,4,144,1975,247500.0,12-01-2017
Humlevænget 19,Vemb,7570,6,190,1979,1400000.0,03-01-2017
Donskærvej 25,Vemb,7570,5,150,1954,2847500.0,01-01-2017
Vestergade 20,Vemb,7570,2,63,1906,50000.0,22-12-2016
Skalstrupvej 86,Vemb,7570,5,148,1930,450000.0,16-12-2016
Sandbækvej 31,Vemb,7570,4,100,1892,1150000.0,16-12-2016
Bur Kirkevej 1,Vemb,7570,12,350,1919,25500000.0,16-12-2016
Sønderbyvej 3,Vemb,7570,5,158,1932,764000.0,15-12-2016
Hasselvej 21,Vemb,7570,5,135,2008,1675000.0,12-12-2016
Damhusvej 50,Vemb,7570,5,165,1929,2400000.0,03-12-2016
Søndergade 11,Vemb,7570,6,132,1914,1230000.0,22-11-2016
Skolevej 6C,Vemb,7570,2,76,1979,350000.0,02-11-2016
Bygaden 31,Vemb,7570,3,110,1912,275383.0,20-10-2016
Humlevænget 56,Vemb,7570,3,79,1979,152351.0,13-10-2016
Skolegade 29,Vemb,7570,5,124,1934,478665.0,13-10-2016
Chr. Schmidtsvej 11,Vemb,7570,4,169,1937,1400000.0,12-10-2016
Harpøtvej 54,Vemb,7570,4,65,1996,200000.0,12-10-2016
Skovvangvej 16B,Vemb,7570,3,36,1920,20125000.0,11-10-2016
Øgelstrupvej 4,Vemb,7570,5,140,1966,720000.0,06-10-2016
Bigårdsvej 10,Vemb,7570,5,124,1975,630000.0,06-10-2016
Skalstrupvej 61,Vemb,7570,5,135,1955,250000.0,29-09-2016
Hyttevej 51,Vemb,7570,3,62,1987,345000.0,20-09-2016
Harpøtvej 122,Vemb,7570,3,58,1980,133000.0,19-09-2016
Søndergade 34,Vemb,7570,6,108,1939,935000.0,16-09-2016
Koldborgvej 5,Vemb,7570,3,85,1900,70000.0,16-09-2016
Hyttevej 73,Vemb,7570,3,58,1981,345000.0,31-08-2016
Hyttevej 53,Vemb,7570,4,57,1979,385000.0,29-08-2016
Søndergårdsvej 1,Vemb,7570,6,212,1965,10150000.0,19-08-2016
Neesvej 13A,Vemb,7570,3,154,1993,800000.0,26-07-2016
Humlevænget 65,Vemb,7570,5,128,1979,750000.0,13-07-2016
Burvej 33,Vemb,7570,5,180,1994,1425000.0,13-07-2016
Blomstervænget 5,Vemb,7570,4,99,1985,555000.0,10-07-2016
Egevej 1,Vemb,7570,9,250,1988,105750.0,08-07-2016
Nøragervej 25,Vemb,7570,7,219,1918,8900000.0,24-06-2016
Harpøtvej 140,Vemb,7570,3,72,1976,155834.0,27-05-2016
Fjordvejen 14,Vemb,7570,6,173,1935,1000000.0,23-05-2016
Blomstervænget 6,Vemb,7570,4,99,1986,675000.0,13-05-2016
Enghavevej 1,Vemb,7570,4,129,1962,825000.0,09-05-2016
Nørregade 22,Vemb,7570,5,133,1900,450000.0,08-05-2016
Harpøtvej 112,Vemb,7570,3,56,1974,440000.0,29-04-2016
Kikkenborgvej 10,Vemb,7570,4,128,1984,24000000.0,13-04-2016
Neesvej 92,Vemb,7570,6,177,2005,8220000.0,08-04-2016
Råsted Kirkevej 5,Vemb,7570,8,300,1976,3465550.0,07-04-2016
Skalstrupvej 4,Vemb,7570,7,195,1912,2737500.0,06-04-2016
Skalstrupvej 83,Vemb,7570,7,234,1992,15675000.0,04-04-2016
Skalstrupvej 76,Vemb,7570,4,180,1910,57617.0,31-03-2016
Tangsgårdsvej 8,Vemb,7570,6,251,1908,1400000.0,31-03-2016
Nørregade 20,Vemb,7570,4,112,1900,285000.0,24-03-2016
Råsted Kirkevej 9,Vemb,7570,6,207,1967,2300000.0,17-03-2016
Industrivej 20,Vemb,7570,3,88,1978,220000.0,16-03-2016
Neesvej 38,Vemb,7570,9,135,1896,700000.0,02-03-2016
Donskærvej 31,Vemb,7570,7,229,1954,9750000.0,25-02-2016
Vestergade 36,Vemb,7570,4,90,1959,240000.0,17-02-2016
Rørsgårdsvej 25,Vemb,7570,11,320,1923,2695000.0,11-02-2016
Kjærsvej 12,Vemb,7570,4,125,1927,80000.0,05-02-2016
Kjærsvej 16,Vemb,7570,5,133,1915,510000.0,18-01-2016
Fjordvejen 25A,Vemb,7570,1,30,1932,34967.0,06-01-2016
Stensigvej 12,Vemb,7570,4,63,1913,1636000.0,20-12-2015
Skalstrupvej 30,Vemb,7570,4,117,1913,390000.0,08-12-2015
Sønderbyvej 5,Vemb,7570,8,192,1902,1100470.0,08-12-2015
Skalstrupvej 5,Vemb,7570,5,142,1904,4542980.0,08-12-2015
Damhusvej 23,Vemb,7570,3,85,1877,110000.0,08-12-2015
Neesvej 63,Vemb,7570,4,105,1960,250000.0,03-12-2015
Bigårdsvej 19,Vemb,7570,4,114,1978,435000.0,17-11-2015
Hyttevej 91,Vemb,7570,4,91,2007,765000.0,06-11-2015
Hyldevej 8,Vemb,7570,4,129,2010,1240000.0,02-11-2015
Hasselvej 6,Vemb,7570,5,166,2008,2150000.0,01-10-2015
Nørregade 25,Vemb,7570,4,145,1920,375000.0,14-09-2015
Burvej 54,Vemb,7570,4,139,1944,350000.0,04-09-2015
Ballesigvej 27,Vemb,7570,3,96,1942,570000.0,01-09-2015
Burvej 50,Vemb,7570,9,215,1909,175000.0,20-08-2015
Nørregade 16,Vemb,7570,5,90,1915,785000.0,02-07-2015
Skalstrupvej 101,Vemb,7570,4,156,1957,2100000.0,29-06-2015
Øgelstrupvej 2,Vemb,7570,9,441,1800,3500000.0,24-06-2015
Fjordvejen 16,Vemb,7570,5,120,1914,245000.0,21-05-2015
Koldborgvej 8,Vemb,7570,4,131,1980,75000.0,20-05-2015
Harpøtvej 34,Vemb,7570,4,76,1987,465000.0,16-05-2015
Blomstervænget 1,Vemb,7570,4,99,1984,500000.0,11-05-2015
Fjordvejen 12,Vemb,7570,4,122,1956,139018.0,23-04-2015
Burvej 41,Vemb,7570,8,159,1909,14350000.0,31-03-2015
Koldborgvej 11,Vemb,7570,2,80,1907,60000.0,30-03-2015
Søndergade 22,Vemb,7570,6,162,1936,107000.0,20-01-2015
Stationsvej 4,Vemb,7570,4,114,1930,1525000.0,10-01-2015
Søndergade 23,Vemb,7570,4,182,1877,430000.0,23-12-2014
Sandbækvej 33,Vemb,7570,7,223,2002,1155000.0,18-12-2014
