street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Klarupvej 25,Klarup,9270,4,150,1962,1700000.0,26-04-2017
Hørsholmvej 49,Klarup,9270,5,158,1976,2000000.0,10-04-2017
Kirkebakken 31,Klarup,9270,5,135,1963,2200000.0,04-04-2017
Romdrupvej 63A,Klarup,9270,5,170,2007,1600000.0,30-03-2017
Nørremarksvej 28B,Klarup,9270,4,130,1966,1152000.0,30-03-2017
Skodsborgvej 14,Klarup,9270,4,131,1974,2098000.0,21-03-2017
Stoholm 38,Klarup,9270,8,288,1967,2500000.0,21-03-2017
Kirkebakken 28,Klarup,9270,6,175,1968,2295000.0,09-03-2017
Hellasvej 10G,Klarup,9270,3,81,2012,1595000.0,09-03-2017
Kirsebærhaven 4,Klarup,9270,5,110,1965,1664500.0,08-03-2017
Hornbækvej 114,Klarup,9270,4,147,1972,2050000.0,06-03-2017
Snekkerstenvej 93,Klarup,9270,5,144,1976,2450000.0,26-02-2017
Kirkebakken 21,Klarup,9270,5,128,1964,1675000.0,24-02-2017
Romdrupvej 108,Klarup,9270,11,355,1930,48600.0,23-02-2017
Sneppevej 40,Klarup,9270,4,140,1971,2060000.0,16-02-2017
Sneppevej 39,Klarup,9270,5,164,1975,2450000.0,14-02-2017
Snekkerstenvej 23,Klarup,9270,5,125,1975,2150000.0,10-02-2017
Klarup Kirkevej 42,Klarup,9270,6,178,1972,2225000.0,10-02-2017
Skolestien 1A,Klarup,9270,5,130,1995,2360000.0,02-02-2017
Hornbækvej 98,Klarup,9270,4,160,1971,2250000.0,02-02-2017
Romdrupvej 125,Klarup,9270,5,134,1900,950000.0,27-01-2017
Snekkerstenvej 3,Klarup,9270,4,128,1975,2195000.0,25-01-2017
Lucernevej 19,Klarup,9270,5,144,1965,1600000.0,24-01-2017
Hørsholmvej 60,Klarup,9270,5,129,1977,1725000.0,24-01-2017
Romdrupvej 102,Klarup,9270,3,106,1890,544509.0,24-01-2017
Romdrupholmsvej 86,Klarup,9270,6,163,1934,2880194.0,23-01-2017
Klarupvej 9,Klarup,9270,4,130,1975,1375000.0,18-01-2017
Klarupvej 106,Klarup,9270,5,118,1942,1200000.0,16-01-2017
Septembervej 7C,Klarup,9270,3,81,1986,980000.0,14-01-2017
Kærhaven 58,Klarup,9270,5,159,2007,2995000.0,12-01-2017
Rørvigsvej 19,Klarup,9270,6,158,1970,2860000.0,10-01-2017
Drosselvej 4,Klarup,9270,4,112,1962,1200000.0,06-01-2017
Drosselvej 12,Klarup,9270,4,122,1969,1450000.0,30-12-2016
Kærhavegårdvej 143,Klarup,9270,7,200,2011,1450000.0,28-12-2016
Lucernevej 23,Klarup,9270,5,120,1965,1695000.0,19-12-2016
Rørvigsvej 11,Klarup,9270,4,138,1968,1980000.0,16-12-2016
Rørvigsvej 16,Klarup,9270,5,128,1972,1000000.0,23-11-2016
Olymposvej 34,Klarup,9270,5,104,1976,1445000.0,15-11-2016
Romdrupvej 68,Klarup,9270,4,171,1880,700000.0,13-11-2016
Kærløbervej 16,Klarup,9270,4,127,1976,1020000.0,12-11-2016
Klarupvej 46A,Klarup,9270,5,144,1983,1950000.0,11-11-2016
Spergelvej 1A,Klarup,9270,4,110,1985,1675000.0,11-11-2016
Kærhavebakken 38,Klarup,9270,5,166,2012,1086796.0,10-11-2016
Skodsborgvej 58,Klarup,9270,4,157,1976,2515000.0,07-11-2016
Romdrupholmsvej 57,Klarup,9270,3,80,1933,1500000.0,31-10-2016
Hørsholmvej 24,Klarup,9270,5,153,1976,2000000.0,25-10-2016
Kalenderparken 35,Klarup,9270,4,133,1977,1795000.0,12-10-2016
Decembervej 46,Klarup,9270,3,110,2000,1855000.0,10-10-2016
Stranderholmsvej 63,Klarup,9270,3,126,1909,1630000.0,07-10-2016
Strandskadevej 4,Klarup,9270,5,178,1970,2200000.0,07-10-2016
Kærløbervej 2,Klarup,9270,4,127,1969,1615000.0,26-09-2016
Aprilvej 13,Klarup,9270,4,104,1977,1250000.0,23-09-2016
Klarup Kirkevej 48,Klarup,9270,5,145,1968,2060000.0,16-09-2016
Kærløbervej 1,Klarup,9270,4,124,1969,1600000.0,05-09-2016
"Klarupvej 12E, 1",Klarup,9270,2,59,1988,690000.0,24-08-2016
Romdrupvej 97,Klarup,9270,5,138,1990,2520000.0,15-08-2016
Snekkerstenvej 10,Klarup,9270,4,148,1977,2345000.0,10-08-2016
Oktobervej 3,Klarup,9270,5,139,1966,2245000.0,25-07-2016
Klarupvej 14,Klarup,9270,4,120,1959,1415000.0,20-07-2016
Tværgade 8,Klarup,9270,9,246,1913,1334000.0,04-07-2016
"Klarupvej 10K, ST",Klarup,9270,2,65,1988,735000.0,01-07-2016
"Klarupvej 10F, ST",Klarup,9270,2,55,1988,3950000.0,01-06-2016
Flagspættevej 2,Klarup,9270,4,207,1862,2595000.0,24-05-2016
Romdrupholmsvej 90,Klarup,9270,5,140,1910,1625000.0,19-05-2016
Romdrupvej 86,Klarup,9270,8,229,1910,1800000.0,19-05-2016
Kærhavegårdvej 22,Klarup,9270,8,209,2007,3550000.0,13-05-2016
