street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Solbakken 29,Esbjerg V,6710,5,145,1961,1227482.0,22-02-2017
Kravnsøvej 22,Esbjerg V,6710,6,234,1877,1648000.0,21-02-2017
Vægtens Kvarter 55,Esbjerg V,6710,6,186,2016,3170000.0,21-02-2017
Sædding Strandvej 105,Esbjerg V,6710,6,216,1972,3000000.0,18-02-2017
Fiskenes Kvarter 156,Esbjerg V,6710,3,91,1990,1170000.0,17-02-2017
Havbakken 130,Esbjerg V,6710,5,155,1971,2050000.0,17-02-2017
Åskrænten 14,Esbjerg V,6710,5,134,1972,1738000.0,16-02-2017
Havbakken 44,Esbjerg V,6710,4,112,1965,1348000.0,16-02-2017
Matrosvænget 118,Esbjerg V,6710,5,143,1987,1665071.0,15-02-2017
Løvens Kvarter 44,Esbjerg V,6710,5,145,1991,1998000.0,14-02-2017
Merkurvænget 93,Esbjerg V,6710,5,142,1983,1898000.0,14-02-2017
Venusvænget 25,Esbjerg V,6710,6,144,1981,1870000.0,08-02-2017
Kystparken 20,Esbjerg V,6710,5,159,1964,2275000.0,08-02-2017
Hedebakken 5,Esbjerg V,6710,4,132,1961,1350000.0,03-02-2017
Skyttevænget 32,Esbjerg V,6710,4,141,1972,1425000.0,03-02-2017
Strandpromenaden 41,Esbjerg V,6710,5,201,1971,1440000.0,02-02-2017
Jagten 10,Esbjerg V,6710,5,224,2009,4575000.0,02-02-2017
Hallumvej 5,Esbjerg V,6710,4,65,1940,400000.0,31-01-2017
Guldagergårdsvej 53A,Esbjerg V,6710,5,144,2011,2425000.0,31-01-2017
Bådsmandsvænget 22,Esbjerg V,6710,6,163,1984,2335000.0,30-01-2017
Krebseparken 35,Esbjerg V,6710,10,286,1970,3498000.0,29-01-2017
Fiskenes Kvarter 84,Esbjerg V,6710,4,116,1986,1360000.0,27-01-2017
Borgervænget 35,Esbjerg V,6710,3,100,1958,1500000.0,27-01-2017
Gl Guldagervej 30,Esbjerg V,6710,5,120,1900,1595000.0,24-01-2017
Guldager Byvej 68,Esbjerg V,6710,4,82,1950,795000.0,24-01-2017
Krebseparken 12,Esbjerg V,6710,6,135,1969,1850000.0,24-01-2017
Uranusvænget 124,Esbjerg V,6710,4,129,2017,2398000.0,23-01-2017
Højlunds Alle 15,Esbjerg V,6710,5,156,1962,1680000.0,20-01-2017
Krebseparken 27,Esbjerg V,6710,8,257,1970,4298000.0,19-01-2017
Skyttevænget 3,Esbjerg V,6710,5,149,1972,2125000.0,18-01-2017
Gåsebakken 1,Esbjerg V,6710,4,130,1970,825000.0,18-01-2017
Vesterstrand 38,Esbjerg V,6710,4,112,2003,2040609.0,17-01-2017
Hjerting Strandvej 168A,Esbjerg V,6710,4,135,1985,775000.0,16-01-2017
Havbakken 51A,Esbjerg V,6710,4,123,1985,775000.0,16-01-2017
Ådalen 48,Esbjerg V,6710,3,69,2000,1198000.0,16-01-2017
Hjertingparken 162,Esbjerg V,6710,5,128,1998,1608000.0,16-01-2017
Myrtueparken 5,Esbjerg V,6710,6,212,2016,3950000.0,16-01-2017
Åskrænten 1,Esbjerg V,6710,6,184,1971,2798000.0,14-01-2017
Norddalsvej 55,Esbjerg V,6710,4,132,1974,1348000.0,13-01-2017
Parkvej 137,Esbjerg V,6710,4,106,1966,1592500.0,12-01-2017
Skovvænget 3,Esbjerg V,6710,5,109,1942,1600000.0,12-01-2017
Skyttens Kvarter 2,Esbjerg V,6710,5,149,2005,2560000.0,12-01-2017
Saturnvænget 47,Esbjerg V,6710,4,120,1984,1940000.0,07-01-2017
Gl Guldagervej 28,Esbjerg V,6710,2,55,1900,1230000.0,06-01-2017
Vægtens Kvarter 57,Esbjerg V,6710,4,130,2012,2100000.0,06-01-2017
Vesterstrand 14,Esbjerg V,6710,4,95,1935,2000000.0,04-01-2017
Kravnsøparken 34,Esbjerg V,6710,5,212,2015,100000.0,04-01-2017
Guldagervej 60,Esbjerg V,6710,5,128,1768,2025000.0,02-01-2017
Jægervænget 24,Esbjerg V,6710,4,117,1983,1335000.0,29-12-2016
Jomfruens Kvarter 5,Esbjerg V,6710,5,189,2010,3530000.0,28-12-2016
Fasanvænget 1,Esbjerg V,6710,3,110,1965,1760000.0,23-12-2016
Ålykken 24,Esbjerg V,6710,4,118,1981,1548000.0,23-12-2016
Strandpromenaden 23,Esbjerg V,6710,7,179,1970,1200000.0,21-12-2016
Grønbækvej 1,Esbjerg V,6710,6,178,1964,1793000.0,21-12-2016
Kystparken 133,Esbjerg V,6710,4,176,1966,1150000.0,20-12-2016
Spurvevænget 43,Esbjerg V,6710,5,136,1974,2325000.0,15-12-2016
Vesterstrand 22,Esbjerg V,6710,5,67,1952,790500.0,15-12-2016
Lodsvænget 67,Esbjerg V,6710,6,179,1974,2095000.0,15-12-2016
Jomfruens Kvarter 51,Esbjerg V,6710,5,155,2011,1350000.0,15-12-2016
Hjerting Landevej 24,Esbjerg V,6710,4,104,1909,9593750.0,14-12-2016
Gavnøvej 12,Esbjerg V,6710,3,76,1966,950000.0,14-12-2016
Ravnsbjerg Bakke 16,Esbjerg V,6710,6,155,2016,2600000.0,14-12-2016
Sjelborgparken 7,Esbjerg V,6710,5,153,2007,2690000.0,12-12-2016
Huginvej 3,Esbjerg V,6710,5,167,2013,2650000.0,08-12-2016
Gl Guldagervej 43,Esbjerg V,6710,5,121,1912,990000.0,06-12-2016
Tarphagevej 34,Esbjerg V,6710,4,67,1960,460500.0,05-12-2016
Skelbækvej 17,Esbjerg V,6710,4,153,1971,1900000.0,02-12-2016
Elmegårdsvej 5B,Esbjerg V,6710,4,122,1977,1530000.0,01-12-2016
Styrmandsvænget 46,Esbjerg V,6710,5,121,1978,2260000.0,01-12-2016
Norddalsparken 27,Esbjerg V,6710,5,141,1971,1892500.0,30-11-2016
Sædding Strandvej 30,Esbjerg V,6710,5,213,1936,15500000.0,30-11-2016
Ravnsbjergparken 6,Esbjerg V,6710,4,125,1975,1600000.0,29-11-2016
Havbakken 192,Esbjerg V,6710,4,123,1969,1800000.0,29-11-2016
Fiskenes Kvarter 144,Esbjerg V,6710,4,91,1990,1170000.0,28-11-2016
Guldagergårdsvej 53D,Esbjerg V,6710,5,146,2011,2245596.0,28-11-2016
Blomsterparken 82,Esbjerg V,6710,4,187,1967,871256.0,27-11-2016
Granvej 2,Esbjerg V,6710,4,140,1959,1330000.0,25-11-2016
Guldagervej 76,Esbjerg V,6710,6,162,1913,1350000.0,25-11-2016
Skovvænget 5,Esbjerg V,6710,7,202,2006,4750000.0,24-11-2016
Sædding Strandvej 85,Esbjerg V,6710,8,98,1959,1700000.0,24-11-2016
Idræts Alle 33B,Esbjerg V,6710,3,118,2017,2095000.0,24-11-2016
Hjerting Strandvej 166,Esbjerg V,6710,4,148,1982,1998000.0,23-11-2016
Sprogøvej 80,Esbjerg V,6710,5,127,1971,1948000.0,23-11-2016
Siøvej 6,Esbjerg V,6710,5,152,1964,1640000.0,23-11-2016
Eriksensvej 1,Esbjerg V,6710,6,174,1959,2940000.0,23-11-2016
Ådalshaven 98,Esbjerg V,6710,5,173,1977,2400000.0,21-11-2016
Åmarken 8,Esbjerg V,6710,3,52,1979,925000.0,21-11-2016
Kystparken 92,Esbjerg V,6710,3,105,1964,1648000.0,21-11-2016
Uranusvænget 98,Esbjerg V,6710,4,130,2016,2452738.0,21-11-2016
Skorpionens Kvarter 29,Esbjerg V,6710,5,150,2005,2465000.0,19-11-2016
Hedekærsvej 14,Esbjerg V,6710,2,78,1959,1360000.0,18-11-2016
Enggårdsvej 74,Esbjerg V,6710,7,198,1965,2175000.0,18-11-2016
Jomfruens Kvarter 43,Esbjerg V,6710,5,162,2011,2998000.0,18-11-2016
Everten 22,Esbjerg V,6710,5,156,2002,1500000.0,17-11-2016
Skippervænget 83,Esbjerg V,6710,5,142,1974,1748000.0,16-11-2016
Ahornvænget 25,Esbjerg V,6710,6,138,1976,2242000.0,14-11-2016
Hostrupvej 36,Esbjerg V,6710,4,97,1964,180000.0,14-11-2016
Birke Alle 22,Esbjerg V,6710,4,112,1963,1575000.0,12-11-2016
Sjelborg Kirkevej 16,Esbjerg V,6710,4,100,1913,2400000.0,10-11-2016
Åskrænten 16,Esbjerg V,6710,5,174,1972,2100000.0,08-11-2016
Liljevænget 35,Esbjerg V,6710,4,117,1968,1465000.0,08-11-2016
Marsvænget 41,Esbjerg V,6710,4,122,1978,1230000.0,08-11-2016
Ålykken 9,Esbjerg V,6710,8,230,1969,3500000.0,07-11-2016
Jacob Sørensens Vej 5,Esbjerg V,6710,5,178,2008,3310000.0,03-11-2016
Marsvænget 108,Esbjerg V,6710,6,164,1996,2600000.0,02-11-2016
Ryttervænget 27,Esbjerg V,6710,4,133,1967,1300000.0,01-11-2016
Guldagervej 52,Esbjerg V,6710,9,177,1870,1950000.0,01-11-2016
Strandpromenaden 47,Esbjerg V,6710,6,157,1982,4800000.0,31-10-2016
Neptunvej 40,Esbjerg V,6710,3,97,1950,1400000.0,31-10-2016
Guldagergårdsvej 30,Esbjerg V,6710,5,134,2009,2398000.0,28-10-2016
Lindholmvej 5,Esbjerg V,6710,4,104,1965,1080000.0,28-10-2016
Merkurvænget 52,Esbjerg V,6710,7,188,1979,2200000.0,28-10-2016
Grønbækvej 11,Esbjerg V,6710,4,88,1964,750000.0,28-10-2016
Åskrænten 51,Esbjerg V,6710,4,142,1972,1650000.0,27-10-2016
Fiskenes Kvarter 134,Esbjerg V,6710,3,91,1990,1140000.0,27-10-2016
Muslingevej 35,Esbjerg V,6710,4,114,1971,1530000.0,26-10-2016
Susåvænget 24,Esbjerg V,6710,4,146,1978,1610000.0,25-10-2016
Sjelborgparken 4,Esbjerg V,6710,5,184,2007,1800000.0,20-10-2016
Jacob Sørensens Vej 15,Esbjerg V,6710,4,202,2008,4250000.0,20-10-2016
Krebseparken 116,Esbjerg V,6710,7,172,1978,2100000.0,19-10-2016
Fiskenes Kvarter 140,Esbjerg V,6710,3,93,1990,1175000.0,18-10-2016
Skippervænget 29,Esbjerg V,6710,2,120,1977,2250000.0,18-10-2016
Parkvej 150,Esbjerg V,6710,6,141,1977,1725000.0,17-10-2016
Hedebakken 14,Esbjerg V,6710,3,80,1951,1185000.0,17-10-2016
Guldagergårdsvej 23,Esbjerg V,6710,5,216,2010,3698000.0,17-10-2016
Granvej 39,Esbjerg V,6710,5,131,1977,1200000.0,14-10-2016
Kuffen 8,Esbjerg V,6710,6,175,1998,2600000.0,13-10-2016
Elmegårdsvej 13,Esbjerg V,6710,5,138,1973,866759.0,13-10-2016
Idræts Alle 15,Esbjerg V,6710,6,193,1970,2150000.0,13-10-2016
Matrosvænget 63,Esbjerg V,6710,4,118,1988,1498000.0,11-10-2016
Åskrænten 39,Esbjerg V,6710,5,145,1971,1500000.0,10-10-2016
Guldbergs Alle 37,Esbjerg V,6710,4,106,1964,1010000.0,10-10-2016
Parkvej 142,Esbjerg V,6710,7,164,1963,1175000.0,10-10-2016
Eng Alle 11,Esbjerg V,6710,4,132,1969,2183000.0,10-10-2016
Fyrmestervænget 20,Esbjerg V,6710,4,154,1976,2198000.0,07-10-2016
Sædding Strandvej 255C,Esbjerg V,6710,4,111,2016,3398000.0,07-10-2016
Gl Guldagervej 42A,Esbjerg V,6710,5,134,1974,2100000.0,06-10-2016
Norddalsvej 53,Esbjerg V,6710,5,143,1971,1650000.0,06-10-2016
Matrosvænget 21,Esbjerg V,6710,4,118,1986,1598000.0,05-10-2016
Eranthisvej 19,Esbjerg V,6710,4,121,1970,1798000.0,05-10-2016
Skyttens Kvarter 41,Esbjerg V,6710,3,110,2005,1660000.0,05-10-2016
Uranusvænget 120,Esbjerg V,6710,4,121,2017,2298000.0,04-10-2016
Skyttevænget 2,Esbjerg V,6710,5,146,1974,1975000.0,03-10-2016
Idræts Alle 31B,Esbjerg V,6710,3,119,2016,2545000.0,03-10-2016
Elme Alle 8,Esbjerg V,6710,4,129,1960,900362.0,29-09-2016
Guldbergs Alle 11,Esbjerg V,6710,5,130,1965,1740000.0,28-09-2016
Lyngvej 6,Esbjerg V,6710,3,87,1961,571629.0,28-09-2016
Venusvænget 61,Esbjerg V,6710,4,122,1980,430000.0,27-09-2016
Skoletoften 54,Esbjerg V,6710,5,132,1979,1752000.0,27-09-2016
Sædding Strandvej 251F,Esbjerg V,6710,4,130,2016,1318000.0,27-09-2016
Mosevangen 53,Esbjerg V,6710,6,149,1971,1620000.0,26-09-2016
Marsvænget 11,Esbjerg V,6710,7,202,1979,2035000.0,23-09-2016
Eranthisvej 3,Esbjerg V,6710,7,181,1962,3798000.0,22-09-2016
Hedekærsvej 6,Esbjerg V,6710,4,126,1957,1998000.0,20-09-2016
"Granly Alle 5C, ST. TH",Esbjerg V,6710,2,55,1969,400000.0,20-09-2016
"Granly Alle 5F, ST. TV",Esbjerg V,6710,2,55,1969,285000.0,20-09-2016
Jupitervænget 37,Esbjerg V,6710,4,124,1980,1450000.0,19-09-2016
Nørlundvej 14A,Esbjerg V,6710,4,185,2009,2975000.0,19-09-2016
Skippervænget 84,Esbjerg V,6710,5,147,1973,1600000.0,19-09-2016
"Granly Alle 5E, 3. TH",Esbjerg V,6710,2,77,1969,750000.0,15-09-2016
Jerrigsvej 45,Esbjerg V,6710,5,120,1970,1725000.0,15-09-2016
Skelbækvej 7,Esbjerg V,6710,5,120,1965,1585000.0,13-09-2016
Sprogøvej 78,Esbjerg V,6710,5,153,1975,1948000.0,13-09-2016
Ådalshaven 34,Esbjerg V,6710,4,119,1977,1998000.0,13-09-2016
Granly Alle 24,Esbjerg V,6710,6,134,1953,1298000.0,10-09-2016
Snerlevej 27,Esbjerg V,6710,5,165,1969,680350.0,09-09-2016
Engvænget 16,Esbjerg V,6710,4,101,1850,1625000.0,09-09-2016
Toftevænget 15,Esbjerg V,6710,4,142,1978,4200000.0,08-09-2016
Styrmandsvænget 188,Esbjerg V,6710,4,100,1983,1660500.0,07-09-2016
Buntmagervej 23,Esbjerg V,6710,4,97,1984,1450000.0,06-09-2016
Søbakken 7,Esbjerg V,6710,6,138,1962,1698000.0,06-09-2016
Hjerting Strandvej 4,Esbjerg V,6710,2,201,2012,12000000.0,05-09-2016
Skippervænget 13,Esbjerg V,6710,6,173,1972,1750000.0,02-09-2016
Ådalshaven 8,Esbjerg V,6710,4,129,1978,1748000.0,31-08-2016
Gyvelvænget 4,Esbjerg V,6710,3,184,1967,6800000.0,30-08-2016
Skelbækvej 15,Esbjerg V,6710,5,197,1971,1675000.0,29-08-2016
Åtoften 68,Esbjerg V,6710,6,170,1973,1925000.0,29-08-2016
Havbakken 57,Esbjerg V,6710,6,201,1966,3800000.0,29-08-2016
Eng Alle 1,Esbjerg V,6710,4,158,1955,875000.0,29-08-2016
Åskrænten 9,Esbjerg V,6710,5,131,1971,1700000.0,26-08-2016
Guldagergårdsvej 39,Esbjerg V,6710,4,138,2009,2495000.0,26-08-2016
Duevænget 14,Esbjerg V,6710,7,206,1970,2400000.0,26-08-2016
Matrosvænget 51,Esbjerg V,6710,4,118,1988,1423000.0,26-08-2016
Ådalsvænget 11,Esbjerg V,6710,6,171,1977,1029787.0,26-08-2016
Østervænget 13,Esbjerg V,6710,4,94,1964,1525000.0,26-08-2016
Marsvænget 50,Esbjerg V,6710,6,141,1978,2100000.0,25-08-2016
Guldagergårdsvej 28,Esbjerg V,6710,5,207,2010,3470000.0,25-08-2016
Åskrænten 47,Esbjerg V,6710,5,147,1971,1465000.0,23-08-2016
Hovmestervænget 8,Esbjerg V,6710,5,166,1982,2275000.0,19-08-2016
Mosevangen 78,Esbjerg V,6710,5,150,1972,1945000.0,19-08-2016
Åtoften 23,Esbjerg V,6710,7,223,1972,2100000.0,18-08-2016
Saturnvænget 19,Esbjerg V,6710,5,144,1985,79200.0,18-08-2016
Eng Alle 15,Esbjerg V,6710,6,158,1985,2448000.0,17-08-2016
Tåsingevej 15,Esbjerg V,6710,3,77,1975,1520000.0,16-08-2016
Huginvej 2A,Esbjerg V,6710,3,75,1955,1298000.0,10-08-2016
Sjelborg Strandvej 32,Esbjerg V,6710,3,43,1979,1300000.0,10-08-2016
Duevænget 20,Esbjerg V,6710,4,132,1973,2325000.0,09-08-2016
Skorpionens Kvarter 77,Esbjerg V,6710,5,150,2006,2348000.0,09-08-2016
Uranusvænget 70,Esbjerg V,6710,7,186,2015,3450000.0,09-08-2016
Buntmagervej 16,Esbjerg V,6710,3,64,1983,1048000.0,08-08-2016
Åskrænten 56,Esbjerg V,6710,4,122,1971,1670000.0,08-08-2016
Hjerting Strandvej 32,Esbjerg V,6710,5,143,1926,1900000.0,04-08-2016
Havbakken 7,Esbjerg V,6710,6,193,1967,1650000.0,03-08-2016
Åskrænten 32,Esbjerg V,6710,6,165,1971,2160000.0,02-08-2016
Kastanievej 33,Esbjerg V,6710,5,127,1960,1580000.0,02-08-2016
Ådalshaven 44,Esbjerg V,6710,5,164,1977,1895000.0,28-07-2016
Lindholmvej 15,Esbjerg V,6710,4,115,1968,1260000.0,26-07-2016
Havbakken 124,Esbjerg V,6710,3,88,1969,1150000.0,26-07-2016
Norddalsparken 62,Esbjerg V,6710,4,140,1971,2022500.0,25-07-2016
Femhøjevej 6,Esbjerg V,6710,6,211,1974,2925000.0,25-07-2016
Myrtueparken 23,Esbjerg V,6710,5,180,2017,783250.0,25-07-2016
Brovænget 6,Esbjerg V,6710,4,157,1973,1830000.0,22-07-2016
Ålykken 69,Esbjerg V,6710,6,156,1971,1598000.0,15-07-2016
Rolighedsvej 31,Esbjerg V,6710,3,78,1954,1250000.0,15-07-2016
Uranusvænget 100,Esbjerg V,6710,4,118,2016,2208000.0,15-07-2016
Uranusvænget 108,Esbjerg V,6710,4,118,2016,2278875.0,14-07-2016
Havborgvej 23,Esbjerg V,6710,4,113,1969,1800000.0,13-07-2016
Uranusvænget 94,Esbjerg V,6710,4,120,2016,2354077.0,13-07-2016
Ærøvej 3,Esbjerg V,6710,4,124,1964,622000.0,07-07-2016
Kystparken 4,Esbjerg V,6710,4,148,1970,700000.0,06-07-2016
Fasanvænget 22,Esbjerg V,6710,5,109,1961,1940000.0,01-07-2016
Kokspangvej 84A,Esbjerg V,6710,3,111,1989,1450000.0,01-07-2016
Løvens Kvarter 64,Esbjerg V,6710,4,124,1992,1825000.0,30-06-2016
Skonnerten 9,Esbjerg V,6710,6,171,1996,2950000.0,29-06-2016
Ålykken 65,Esbjerg V,6710,3,103,1971,1125000.0,29-06-2016
Sædding Strandvej 251A,Esbjerg V,6710,4,130,2016,1818000.0,29-06-2016
Toftevænget 2,Esbjerg V,6710,5,151,1980,2937500.0,29-06-2016
Vægtens Kvarter 73,Esbjerg V,6710,4,130,2011,2185000.0,28-06-2016
Valmuevænget 23,Esbjerg V,6710,4,115,1972,2075000.0,27-06-2016
Idræts Alle 35B,Esbjerg V,6710,4,131,2016,800000.0,27-06-2016
Gl Guldagervej 29,Esbjerg V,6710,3,63,1827,1650000.0,24-06-2016
Granly Alle 26,Esbjerg V,6710,4,104,1983,1445000.0,24-06-2016
Uranusvænget 46,Esbjerg V,6710,5,150,2014,3075000.0,24-06-2016
Krebseparken 1,Esbjerg V,6710,6,152,1970,1985000.0,23-06-2016
Muslingevej 59,Esbjerg V,6710,4,96,1971,1598000.0,21-06-2016
Jagtvænget 27,Esbjerg V,6710,4,132,2016,2771682.0,21-06-2016
Kvasen 10,Esbjerg V,6710,6,185,2001,2880000.0,20-06-2016
Enggårdsvej 73,Esbjerg V,6710,4,128,1973,1895000.0,18-06-2016
Kuffen 6,Esbjerg V,6710,4,151,1999,3400000.0,17-06-2016
Ege Alle 58,Esbjerg V,6710,7,168,1969,1625000.0,16-06-2016
Idræts Alle 35A,Esbjerg V,6710,4,137,2016,800000.0,16-06-2016
Primulavej 3,Esbjerg V,6710,4,112,1960,874500.0,15-06-2016
"Granly Alle 5B, 1. TV",Esbjerg V,6710,3,89,1969,866250.0,14-06-2016
Rønnevej 3,Esbjerg V,6710,6,190,1950,1502000.0,14-06-2016
Marsvænget 59,Esbjerg V,6710,5,170,1984,2000000.0,10-06-2016
"Granly Alle 5E, 1. TH",Esbjerg V,6710,2,77,1969,700000.0,10-06-2016
Enggårdsvej 89,Esbjerg V,6710,5,146,1965,2000000.0,09-06-2016
Parkvej 91,Esbjerg V,6710,4,133,1977,1650000.0,09-06-2016
Jomfruens Kvarter 10,Esbjerg V,6710,6,170,2011,2948000.0,09-06-2016
Krebseparken 33,Esbjerg V,6710,6,183,1984,3925000.0,08-06-2016
Åtoften 66,Esbjerg V,6710,6,174,1970,1898000.0,07-06-2016
Eranthisvej 23,Esbjerg V,6710,5,136,1964,1440000.0,07-06-2016
Løvens Kvarter 55,Esbjerg V,6710,5,143,2007,2375000.0,06-06-2016
Kokspang Kirkevej 19,Esbjerg V,6710,4,142,1982,795000.0,06-06-2016
Hjerting Landevej 101,Esbjerg V,6710,5,124,1914,167000.0,03-06-2016
Fasanvænget 14,Esbjerg V,6710,4,136,1966,2975000.0,02-06-2016
Solbakken 24,Esbjerg V,6710,4,108,1964,2230000.0,02-06-2016
Uranusvænget 96,Esbjerg V,6710,4,120,2016,2319198.0,02-06-2016
Åbakken 13,Esbjerg V,6710,3,68,1960,1150000.0,01-06-2016
Eng Alle 8,Esbjerg V,6710,4,103,1978,1598000.0,31-05-2016
Digevej 2B,Esbjerg V,6710,4,118,1981,1630000.0,30-05-2016
"Granly Alle 5D, 2. TV",Esbjerg V,6710,3,89,1969,875000.0,30-05-2016
Myrtuevej 4,Esbjerg V,6710,5,130,1952,1450000.0,27-05-2016
Kystparken 56,Esbjerg V,6710,5,170,1963,1650000.0,27-05-2016
Uranusvænget 88,Esbjerg V,6710,6,192,2016,592200.0,27-05-2016
Karl Andersens Vej 43,Esbjerg V,6710,6,148,1966,1062500.0,26-05-2016
Marsvænget 5,Esbjerg V,6710,5,130,1978,850268.0,26-05-2016
Rønnevej 7,Esbjerg V,6710,7,204,2017,1280000.0,25-05-2016
Havbakken 19,Esbjerg V,6710,3,100,1964,1350000.0,25-05-2016
Kystparken 158,Esbjerg V,6710,6,155,1966,2085000.0,25-05-2016
Hjerting Strandvej 106,Esbjerg V,6710,4,122,1972,2248000.0,25-05-2016
Krebseparken 120,Esbjerg V,6710,5,166,1971,2348000.0,24-05-2016
Højlunds Alle 5,Esbjerg V,6710,3,114,1964,1425000.0,24-05-2016
Uranusvænget 104,Esbjerg V,6710,4,126,2016,2430923.0,24-05-2016
Jagtvænget 10,Esbjerg V,6710,8,221,1924,5500000.0,23-05-2016
"Granly Alle 5F, 1. TH",Esbjerg V,6710,2,77,1969,765000.0,23-05-2016
Ålykken 8,Esbjerg V,6710,4,148,1971,2325000.0,23-05-2016
Idræts Alle 31A,Esbjerg V,6710,4,137,2016,800000.0,23-05-2016
Hedekærsvej 9,Esbjerg V,6710,6,162,2016,1000000.0,20-05-2016
Præstemarksvej 39,Esbjerg V,6710,4,220,1914,2200000.0,20-05-2016
Skyttens Kvarter 8,Esbjerg V,6710,6,176,1999,2648000.0,19-05-2016
Guldagervej 96,Esbjerg V,6710,4,194,1912,1498000.0,18-05-2016
Myrtueparken 27,Esbjerg V,6710,8,222,2017,788938.0,18-05-2016
Åtoften 26,Esbjerg V,6710,4,128,1969,1562500.0,17-05-2016
Sædding Strandvej 192,Esbjerg V,6710,4,152,1992,5360500.0,17-05-2016
Jerrigsvej 15,Esbjerg V,6710,4,152,2013,3325000.0,13-05-2016
Solbakken 53,Esbjerg V,6710,4,124,2017,768000.0,11-05-2016
Banevænget 5,Esbjerg V,6710,4,125,1974,1300000.0,10-05-2016
Sædding Strandvej 204,Esbjerg V,6710,3,155,2008,8500000.0,10-05-2016
Skolestien 4,Esbjerg V,6710,5,104,1725,1070000.0,10-05-2016
Strynøvej 14,Esbjerg V,6710,4,126,1966,2195000.0,10-05-2016
Kuffen 30,Esbjerg V,6710,5,157,1999,2598000.0,09-05-2016
Strandpromenaden 25,Esbjerg V,6710,4,207,1956,4300000.0,05-05-2016
Jollen 12,Esbjerg V,6710,4,142,2010,2150000.0,04-05-2016
Venusvænget 67,Esbjerg V,6710,4,136,1979,2150000.0,04-05-2016
