street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Solvej 46,Gørløse,3330,6,145,2003,2995000.0,05-04-2017
Lystrupvej 25,Gørløse,3330,8,218,1875,231799.0,29-03-2017
Engvej 21,Gørløse,3330,6,277,1800,231799.0,29-03-2017
Granbakken 8,Gørløse,3330,4,134,1955,1354209.0,28-03-2017
Gørløsegårdsvej 26,Gørløse,3330,5,160,2017,2045000.0,20-03-2017
Kurreholmvej 43,Gørløse,3330,8,190,1900,1966886.0,15-03-2017
Åkærvej 2,Gørløse,3330,6,191,1998,3700000.0,12-02-2017
Kurreholmvej 9,Gørløse,3330,6,140,1962,1645000.0,19-01-2017
Kurreholmvej 45,Gørløse,3330,5,146,1934,4400000.0,13-01-2017
Skolestrædet 1,Gørløse,3330,5,150,1956,1100000.0,21-12-2016
Stationsvej 13,Gørløse,3330,5,142,1952,1650000.0,16-11-2016
Kurreholmvej 38,Gørløse,3330,4,105,1875,1640000.0,17-10-2016
Gadekærsvej 12,Gørløse,3330,4,113,1985,1695000.0,25-09-2016
Hovedvejen 27,Gørløse,3330,4,93,1937,1550000.0,05-09-2016
Rosenvej 4,Gørløse,3330,3,138,1963,1400000.0,16-08-2016
Anemonevej 8,Gørløse,3330,7,242,1972,2725000.0,15-08-2016
Kurreholmvej 32,Gørløse,3330,5,139,1968,4025000.0,12-08-2016
Thomasmindevej 2,Gørløse,3330,6,158,1900,2700000.0,10-06-2016
Gørløsegårdsvej 11,Gørløse,3330,6,141,2016,845000.0,26-05-2016
Gørløsegårdsvej 3,Gørløse,3330,6,181,2017,845000.0,23-05-2016
Rosenkildeparken 11,Gørløse,3330,3,83,1985,1390000.0,20-05-2016
Solvej 6,Gørløse,3330,5,130,2005,2595000.0,04-05-2016
Hovedvejen 13,Gørløse,3330,4,102,1877,722300.0,03-05-2016
Hovedvejen 10F,Gørløse,3330,2,65,1983,1195000.0,20-04-2016
Damgårdsvej 2,Gørløse,3330,4,126,1970,2350000.0,31-03-2016
Gørløsegårdsvej 4,Gørløse,3330,5,155,2016,895000.0,14-03-2016
Gammel Engvej 6A,Gørløse,3330,6,157,1938,2570000.0,10-03-2016
Solvej 27,Gørløse,3330,4,103,2003,1795000.0,14-02-2016
Solvej 40,Gørløse,3330,5,139,1999,2120000.0,11-02-2016
Lystrupvej 31,Gørløse,3330,10,244,1909,4950000.0,08-02-2016
Gørløsegårdsvej 6,Gørløse,3330,5,140,2017,895000.0,21-01-2016
Gadekærsvej 6,Gørløse,3330,4,113,1985,1450000.0,29-12-2015
Kurreholmvej 21,Gørløse,3330,5,148,1970,2250000.0,11-12-2015
Damgårdsvej 4,Gørløse,3330,8,170,1969,2150000.0,30-11-2015
Gørløsegårdsvej 37,Gørløse,3330,6,154,2017,845000.0,24-11-2015
Rosenkildeparken 4,Gørløse,3330,4,95,1985,1400000.0,22-11-2015
Engvej 47,Gørløse,3330,5,165,1992,2550000.0,20-11-2015
Solvej 33,Gørløse,3330,4,103,2003,1765000.0,19-11-2015
Amalievej 10,Gørløse,3330,5,149,1966,1795000.0,19-11-2015
Gørløsegårdsvej 12,Gørløse,3330,5,163,2016,895000.0,03-11-2015
Gørløsegårdsvej 28,Gørløse,3330,2,100,2016,732000.0,28-10-2015
Gørløsegårdsvej 13,Gørløse,3330,6,150,2016,845000.0,05-10-2015
Strøvej 99,Gørløse,3330,7,235,1924,3600000.0,28-09-2015
Åkærvej 4,Gørløse,3330,8,239,1923,6000000.0,14-09-2015
Hovedvejen 1C,Gørløse,3330,13,235,1948,75720.0,31-08-2015
Th. Petersens Vej 25,Gørløse,3330,7,175,2006,2700000.0,26-08-2015
Vinkelvænget 19,Gørløse,3330,4,116,1943,1000000.0,24-08-2015
Hovedvejen 6,Gørløse,3330,3,89,1952,1900000.0,21-08-2015
Th. Petersens Vej 3,Gørløse,3330,4,135,2007,840443.0,15-08-2015
Kurreholmvej 8,Gørløse,3330,4,96,1962,1400000.0,13-08-2015
Langebjergvej 4,Gørløse,3330,6,218,1982,1200000.0,17-07-2015
Gørløsegårdsvej 22,Gørløse,3330,5,168,2016,895000.0,02-07-2015
Stationsvej 3,Gørløse,3330,5,137,1952,1795000.0,24-06-2015
Solvej 48,Gørløse,3330,6,153,2004,2695000.0,16-06-2015
Borupvej 71,Gørløse,3330,6,219,1877,5075000.0,11-06-2015
Skolestrædet 6,Gørløse,3330,4,95,1939,1595000.0,23-05-2015
Amalievej 7,Gørløse,3330,6,151,1966,2100000.0,01-04-2015
Kurreholmvej 1,Gørløse,3330,4,108,1961,1235000.0,30-03-2015
Kurreholmvej 25,Gørløse,3330,4,144,1976,1200000.0,29-03-2015
Damgårdsvej 11,Gørløse,3330,5,116,1970,1700000.0,11-03-2015
Solvej 74,Gørløse,3330,5,117,2003,2200000.0,25-02-2015
Lystrupvej 5,Gørløse,3330,5,90,1876,800000.0,22-01-2015
Gørløsegårdsvej 18,Gørløse,3330,5,181,2016,850000.0,05-01-2015
Gørløsegårdsvej 31,Gørløse,3330,7,237,2015,800000.0,05-01-2015
Gørløsegårdsvej 20,Gørløse,3330,6,188,2016,850000.0,12-12-2014
Gørløsegårdsvej 35,Gørløse,3330,5,130,2016,800000.0,12-12-2014
Borupvej 72,Gørløse,3330,6,250,2012,1408477.0,01-12-2014
Vinkelvænget 9,Gørløse,3330,6,131,1997,865592.0,30-10-2014
Kurreholmvej 42,Gørløse,3330,4,125,1972,2500000.0,22-10-2014
Roskildevej 209,Gørløse,3330,4,178,1930,2295000.0,16-09-2014
Solvej 45,Gørløse,3330,3,104,2003,1735000.0,04-09-2014
Kurreholmvej 10,Gørløse,3330,8,198,1971,1575000.0,19-08-2014
Erantisvej 9,Gørløse,3330,5,160,1967,1950000.0,10-07-2014
Borupvej 70,Gørløse,3330,6,221,1900,1385000.0,04-07-2014
Th. Petersens Vej 15,Gørløse,3330,4,138,2007,1050000.0,19-06-2014
Solvej 30,Gørløse,3330,6,164,2005,2605000.0,29-04-2014
Gadekærsvej 10,Gørløse,3330,4,113,1985,1625000.0,24-04-2014
Granbakken 6,Gørløse,3330,3,133,1955,1300000.0,10-04-2014
Violvej 3,Gørløse,3330,5,145,1970,2000000.0,07-02-2014
Th. Petersens Vej 9,Gørløse,3330,5,148,2007,2250000.0,15-12-2013
Granbakken 10,Gørløse,3330,4,134,1955,1400000.0,23-10-2013
Solvej 52,Gørløse,3330,6,155,2003,2295000.0,10-10-2013
Amalievej 25,Gørløse,3330,6,165,1966,1500000.0,10-09-2013
Amalievej 19,Gørløse,3330,6,150,1966,1520000.0,27-08-2013
Gadekærsvej 1,Gørløse,3330,4,145,1998,2555000.0,16-08-2013
Stationsvej 17,Gørløse,3330,4,96,1953,1075000.0,01-08-2013
Gadekærsvej 4,Gørløse,3330,4,113,1985,1395000.0,17-07-2013
Solvej 23,Gørløse,3330,4,104,2003,1640000.0,12-07-2013
Kurreholmvej 20,Gørløse,3330,5,179,1977,2185000.0,11-07-2013
Gammel Kurreholmvej 1A,Gørløse,3330,3,70,1964,716000.0,19-06-2013
Kurreholmvej 30,Gørløse,3330,6,220,1968,3295000.0,14-06-2013
Rosenvej 2,Gørløse,3330,10,284,1963,698000.0,13-06-2013
Granbakken 12,Gørløse,3330,4,134,1955,1625000.0,10-06-2013
Granbakken 4,Gørløse,3330,4,134,1955,1850000.0,22-05-2013
Lystrupvej 20,Gørløse,3330,5,210,1922,10925000.0,24-04-2013
Gadekærsvej 3A,Gørløse,3330,5,142,1970,1350000.0,22-04-2013
Solvej 44,Gørløse,3330,6,172,2003,2450000.0,27-03-2013
Hovedvejen 1B,Gørløse,3330,3,102,1973,3100000.0,27-03-2013
Hovedvejen 39,Gørløse,3330,3,96,1936,870000.0,14-11-2012
Solvej 51,Gørløse,3330,4,103,2003,1575000.0,11-10-2012
Solvej 39,Gørløse,3330,4,104,2003,1550000.0,26-09-2012
Gammel Kurreholmvej 3,Gørløse,3330,5,191,2014,1350000.0,25-09-2012
Th. Petersens Vej 18,Gørløse,3330,5,161,2006,2450000.0,21-09-2012
Violvej 6,Gørløse,3330,4,132,1971,1450000.0,24-08-2012
Borupvej 76,Gørløse,3330,4,105,1877,921462.0,17-08-2012
Strøvej 88,Gørløse,3330,6,242,1900,3500000.0,19-06-2012
Amalievej 18,Gørløse,3330,4,100,1967,1200000.0,22-05-2012
Kurreholmvej 41,Gørløse,3330,5,220,1968,4875000.0,14-05-2012
Vinkelvænget 10,Gørløse,3330,4,100,1946,750000.0,01-05-2012
Gammel Engvej 12,Gørløse,3330,3,108,1961,850000.0,29-04-2012
Stationsvej 7,Gørløse,3330,4,119,1951,1020000.0,23-02-2012
Lystrupvej 15,Gørløse,3330,4,97,1960,985000.0,15-02-2012
Th. Petersens Vej 24,Gørløse,3330,5,161,2007,2450000.0,06-01-2012
Gadekærsvej 5,Gørløse,3330,6,189,1967,1495000.0,14-11-2011
Gammel Engvej 18,Gørløse,3330,4,136,1968,1400000.0,28-10-2011
Th. Petersens Vej 20,Gørløse,3330,5,161,2006,2845000.0,27-10-2011
Gammel Kurreholmvej 1,Gørløse,3330,5,143,1997,2425000.0,26-10-2011
Solvej 56,Gørløse,3330,5,148,2003,2850000.0,19-10-2011
Stationsvej 5,Gørløse,3330,4,102,1952,1274000.0,03-10-2011
Th. Petersens Vej 2,Gørløse,3330,7,175,2006,2075000.0,21-09-2011
Vinkelvænget 17,Gørløse,3330,4,78,1943,1110000.0,01-07-2011
Strøvej 100,Gørløse,3330,5,161,1969,1300000.0,10-05-2011
Strøvej 109,Gørløse,3330,4,141,2016,2100000.0,06-05-2011
