street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Nørregårdvej 5,Spjald,6971,6,130,1912,20000000.0,26-10-2011
Kildevej 16,Spjald,6971,5,165,1929,1600000.0,14-10-2011
Frydendalsvej 21,Spjald,6971,3,55,1947,190000.0,10-10-2011
Ringkøbingvej 69,Spjald,6971,6,165,1937,1525000.0,07-10-2011
Hovedgaden 78,Spjald,6971,10,176,1912,400000.0,22-09-2011
Kærager 2,Spjald,6971,5,158,1976,1385000.0,21-09-2011
Lindevej 10,Spjald,6971,5,150,1986,1057000.0,12-09-2011
Algade 42,Spjald,6971,6,158,1930,1000000.0,18-08-2011
Rundingen 11,Spjald,6971,3,108,1987,785200.0,15-07-2011
Grønnegade 4,Spjald,6971,4,160,1975,825000.0,04-07-2011
Tarpgårdevej 2,Spjald,6971,4,132,1932,1020000.0,26-06-2011
Kærmosen 1,Spjald,6971,4,120,1971,775000.0,24-06-2011
Brejninggårdsvej 17,Spjald,6971,7,360,2015,1026750.0,20-06-2011
Parkvej 10,Spjald,6971,4,115,1966,500000.0,17-06-2011
Sønderland 2,Spjald,6971,8,257,1959,693838.0,14-06-2011
Kildevej 2,Spjald,6971,5,187,1970,1250000.0,07-06-2011
Ådraget 55,Spjald,6971,5,155,2011,186000.0,05-06-2011
"Hovedgaden 76, 1",Spjald,6971,6,143,1912,3220927.0,30-05-2011
Ringkøbingvej 55,Spjald,6971,7,214,1934,7250000.0,24-05-2011
Hovervej 106,Spjald,6971,3,89,1959,500000.0,06-05-2011
Hovedgaden 103,Spjald,6971,6,181,1933,544395.0,27-04-2011
Frydendalsvej 13,Spjald,6971,4,148,1961,408000.0,12-04-2011
Fengersvej 56,Spjald,6971,4,90,1981,750000.0,07-04-2011
Møllebakken 5A,Spjald,6971,3,76,1981,510000.0,20-03-2011
Røjkumvej 2,Spjald,6971,8,285,1920,1735000.0,04-03-2011
Doktorhaven 2,Spjald,6971,3,97,2011,1450000.0,24-02-2011
Feldbækvej 10,Spjald,6971,4,130,1989,1375000.0,14-01-2011
"Hovedgaden 65A, ST",Spjald,6971,3,98,1931,416000.0,06-01-2011
Slusbæk 11,Spjald,6971,5,230,2016,250000.0,21-12-2010
Ådraget 31,Spjald,6971,6,153,2011,83000.0,20-12-2010
Ådraget 53,Spjald,6971,6,195,2011,106000.0,20-12-2010
Hasselvej 12,Spjald,6971,5,140,1971,705000.0,09-12-2010
Frydendalsvej 11,Spjald,6971,3,96,1960,380000.0,27-11-2010
Havrevænget 9,Spjald,6971,5,134,1968,835000.0,09-11-2010
Grønbjergvej 39,Spjald,6971,5,183,1991,830000.0,16-10-2010
Brejningvej 5,Spjald,6971,6,281,1938,275000.0,15-10-2010
